"t","s","i","r","place","betap","gammap","M1","M2","M3"
80.65,14232846,640368.2,7326874,1,2.022192e-08,0.33333,0,0,0
80.65,410122.1,127.8803,1607722,2,3.303601e-07,0.33333,2,0,1
80.65,12785673,35852.12,49984444,3,1.06147e-08,0.33333,0,1,0
80.7,14223644,638909.7,7337534,1,2.022192e-08,0.33333,0,1,2
80.7,410121.3,126.522,1607724,2,3.303601e-07,0.33333,1,0,0
80.7,12785431,35499.62,49985039,3,1.06147e-08,0.33333,0,2,0
80.75,14214469,637448.3,7348170,1,2.022192e-08,0.33333,0,0,1
80.75,410120.4,125.3762,1607726,2,3.303601e-07,0.33333,2,0,2
80.75,12785191,35150.58,49985627,3,1.06147e-08,0.33333,0,1,0
80.8,14205321,635984.6,7358782,1,2.022192e-08,0.33333,0,1,2
80.8,410119.6,123.9928,1607729,2,3.303601e-07,0.33333,0,0,1
80.8,12784954,34805.06,49986210,3,1.06147e-08,0.33333,2,0,0
80.85,14196200,634518.3,7369370,1,2.022192e-08,0.33333,0,1,0
80.85,410118.7,122.7723,1607731,2,3.303601e-07,0.33333,0,0,2
80.85,12784719,34462.89,49986788,3,1.06147e-08,0.33333,2,0,0
80.9,14187106,633049.6,7379933,1,2.022192e-08,0.33333,0,1,2
80.9,410117.9,121.514,1607733,2,3.303601e-07,0.33333,2,0,0
80.9,12784486,34124.03,49987359,3,1.06147e-08,0.33333,0,0,0
80.95,14178038,631578.5,7390471,1,2.022192e-08,0.33333,0,2,2
80.95,410117.1,120.2681,1607735,2,3.303601e-07,0.33333,0,0,0
80.95,12784256,33788.6,49987925,3,1.06147e-08,0.33333,1,0,0
81,14168998,630104.9,7400985,1,2.022192e-08,0.33333,0,0,2
81,410116.3,119.1838,1607737,2,3.303601e-07,0.33333,0,0,1
81,12784028,33456.41,49988485,3,1.06147e-08,0.33333,2,2,0
81.05,14159984,628629.1,7411474,1,2.022192e-08,0.33333,0,0,0
81.05,410115.5,118.0604,1607739,2,3.303601e-07,0.33333,0,0,1
81.05,12783802,33127.39,49989040,3,1.06147e-08,0.33333,1,4,0
81.1,14150998,627151.1,7421939,1,2.022192e-08,0.33333,0,3,1
81.1,410114.7,117.0475,1607741,2,3.303601e-07,0.33333,1,0,0
81.1,12783578,32801.44,49989590,3,1.06147e-08,0.33333,0,0,0
81.15,14142038,625670.8,7432379,1,2.022192e-08,0.33333,0,0,0
81.15,410113.9,115.9949,1607743,2,3.303601e-07,0.33333,3,0,0
81.15,12783357,32478.95,49990134,3,1.06147e-08,0.33333,2,0,0
81.2,14133105,624188.6,7442795,1,2.022192e-08,0.33333,0,2,0
81.2,410113.1,114.7038,1607744,2,3.303601e-07,0.33333,2,0,1
81.2,12783137,32159.47,49990672,3,1.06147e-08,0.33333,2,3,0
81.25,14124199,622704.3,7453185,1,2.022192e-08,0.33333,0,1,3
81.25,410112.3,113.6742,1607746,2,3.303601e-07,0.33333,0,0,5
81.25,12782920,31843.04,49991206,3,1.06147e-08,0.33333,2,2,0
81.3,14115319,621217.6,7463551,1,2.022192e-08,0.33333,0,0,0
81.3,410111.6,112.4558,1607748,2,3.303601e-07,0.33333,0,0,0
81.3,12782705,31530.11,49991734,3,1.06147e-08,0.33333,2,1,0
81.35,14106467,619729.2,7473892,1,2.022192e-08,0.33333,0,2,2
81.35,410110.8,111.3986,1607750,2,3.303601e-07,0.33333,3,0,0
81.35,12782493,31219.9,49992257,3,1.06147e-08,0.33333,2,1,0
81.4,14097641,618238.8,7484209,1,2.022192e-08,0.33333,0,0,1
81.4,410110.1,110.302,1607752,2,3.303601e-07,0.33333,1,0,1
81.4,12782282,30912.84,49992774,3,1.06147e-08,0.33333,0,1,0
81.45,14088842,616746.4,7494500,1,2.022192e-08,0.33333,0,1,1
81.45,410109.3,109.1665,1607754,2,3.303601e-07,0.33333,1,0,2
81.45,12782073,30608.9,49993287,3,1.06147e-08,0.33333,4,2,0
81.5,14080069,615252.2,7504767,1,2.022192e-08,0.33333,0,1,1
81.5,410108.6,108.0919,1607756,2,3.303601e-07,0.33333,1,0,1
81.5,12781866,30307.74,49993795,3,1.06147e-08,0.33333,0,3,0
81.55,14071324,613756.1,7515008,1,2.022192e-08,0.33333,0,2,1
81.55,410107.9,107.1274,1607757,2,3.303601e-07,0.33333,2,0,1
81.55,12781662,30009.64,49994297,3,1.06147e-08,0.33333,0,1,0
81.6,14062605,612258.2,7525225,1,2.022192e-08,0.33333,0,0,3
81.6,410107.1,106.0729,1607759,2,3.303601e-07,0.33333,1,0,1
81.6,12781459,29714.57,49994795,3,1.06147e-08,0.33333,0,2,0
81.65,14053913,610758.5,7535417,1,2.022192e-08,0.33333,0,0,0
81.65,410106.4,105.0288,1607761,2,3.303601e-07,0.33333,2,0,2
81.65,12781259,29422.45,49995288,3,1.06147e-08,0.33333,2,0,0
81.7,14045247,609257.5,7545583,1,2.022192e-08,0.33333,0,1,0
81.7,410105.7,103.7959,1607763,2,3.303601e-07,0.33333,3,0,0
81.7,12781060,29133.1,49995776,3,1.06147e-08,0.33333,0,2,0
81.75,14036609,607754.7,7555725,1,2.022192e-08,0.33333,0,1,1
81.75,410105,102.7742,1607764,2,3.303601e-07,0.33333,1,0,0
81.75,12780863,28846.49,49996259,3,1.06147e-08,0.33333,4,1,0
81.8,14027996,606250.4,7565842,1,2.022192e-08,0.33333,0,1,1
81.8,410104.3,101.8122,1607766,2,3.303601e-07,0.33333,0,0,0
81.8,12780669,28562.59,49996737,3,1.06147e-08,0.33333,0,0,0
81.85,14019411,604744.3,7575933,1,2.022192e-08,0.33333,0,2,0
81.85,410103.6,100.8598,1607768,2,3.303601e-07,0.33333,0,0,0
81.85,12780476,28281.74,49997211,3,1.06147e-08,0.33333,0,0,0
81.9,14010852,603236.8,7586000,1,2.022192e-08,0.33333,0,0,0
81.9,410103,99.96647,1607769,2,3.303601e-07,0.33333,2,0,1
81.9,12780285,28003.59,49997680,3,1.06147e-08,0.33333,0,1,0
81.95,14002320,601727.9,7596041,1,2.022192e-08,0.33333,0,2,0
81.95,410102.3,98.88293,1607771,2,3.303601e-07,0.33333,0,0,0
81.95,12780096,27728.18,49998145,3,1.06147e-08,0.33333,0,0,0
82,13993814,600217.5,7606057,1,2.022192e-08,0.33333,0,1,1
82,410101.6,98.00907,1607773,2,3.303601e-07,0.33333,1,0,0
82,12779909,27455.47,49998604,3,1.06147e-08,0.33333,1,1,0
82.05,13985335,598705.9,7616048,1,2.022192e-08,0.33333,0,1,1
82.05,410101,97.09405,1607774,2,3.303601e-07,0.33333,2,0,1
82.05,12779724,27185.39,49999060,3,1.06147e-08,0.33333,0,5,0
82.1,13976882,597192.9,7626014,1,2.022192e-08,0.33333,0,0,0
82.1,410100.3,96.28755,1607776,2,3.303601e-07,0.33333,1,0,0
82.1,12779540,26917.87,49999511,3,1.06147e-08,0.33333,0,0,0
82.15,13968456,595678.7,7635954,1,2.022192e-08,0.33333,0,1,1
82.15,410099.7,95.28997,1607778,2,3.303601e-07,0.33333,3,0,0
82.15,12779358,26653.12,49999957,3,1.06147e-08,0.33333,1,0,0
82.2,13960056,594163.4,7645869,1,2.022192e-08,0.33333,0,0,0
82.2,410099,94.25246,1607779,2,3.303601e-07,0.33333,0,0,0
82.2,12779179,26390.98,50000399,3,1.06147e-08,0.33333,0,0,0
82.25,13951682,592646.8,7655759,1,2.022192e-08,0.33333,0,2,3
82.25,410098.4,93.32466,1607781,2,3.303601e-07,0.33333,0,0,2
82.25,12779001,26131.41,50000837,3,1.06147e-08,0.33333,1,0,0
82.3,13943335,591128.8,7665624,1,2.022192e-08,0.33333,0,1,0
82.3,410097.7,92.406,1607782,2,3.303601e-07,0.33333,1,0,1
82.3,12778824,25874.59,50001270,3,1.06147e-08,0.33333,0,0,0
82.35,13935015,589610,7675463,1,2.022192e-08,0.33333,0,1,1
82.35,410097.1,91.44663,1607784,2,3.303601e-07,0.33333,0,0,1
82.35,12778650,25620.15,50001699,3,1.06147e-08,0.33333,3,4,0
82.4,13926721,588090.2,7685277,1,2.022192e-08,0.33333,0,1,0
82.4,410096.5,90.74546,1607785,2,3.303601e-07,0.33333,0,0,1
82.4,12778477,25367.9,50002124,3,1.06147e-08,0.33333,0,0,0
82.45,13918453,586569.3,7695066,1,2.022192e-08,0.33333,0,0,2
82.45,410095.9,89.85219,1607787,2,3.303601e-07,0.33333,1,0,1
82.45,12778305,25118.44,50002545,3,1.06147e-08,0.33333,0,3,0
82.5,13910211,585047.5,7704830,1,2.022192e-08,0.33333,0,0,0
82.5,410095.3,89.01745,1607788,2,3.303601e-07,0.33333,0,0,3
82.5,12778136,24871.37,50002961,3,1.06147e-08,0.33333,0,0,0
82.55,13901996,583524.8,7714568,1,2.022192e-08,0.33333,0,1,0
82.55,410094.7,87.99193,1607790,2,3.303601e-07,0.33333,1,0,0
82.55,12777968,24626.89,50003374,3,1.06147e-08,0.33333,1,1,0
82.6,13893807,582001.2,7724280,1,2.022192e-08,0.33333,0,1,0
82.6,410094.1,87.17551,1607791,2,3.303601e-07,0.33333,2,0,0
82.6,12777802,24384.55,50003782,3,1.06147e-08,0.33333,1,1,0
82.65,13885644,580477,7733967,1,2.022192e-08,0.33333,0,0,0
82.65,410093.5,86.31737,1607793,2,3.303601e-07,0.33333,0,0,1
82.65,12777637,24144.6,50004187,3,1.06147e-08,0.33333,2,2,0
82.7,13877507,578951.9,7743629,1,2.022192e-08,0.33333,0,0,0
82.7,410092.9,85.51743,1607794,2,3.303601e-07,0.33333,4,0,1
82.7,12777474,23906.96,50004587,3,1.06147e-08,0.33333,0,2,0
82.75,13869397,577426.2,7753266,1,2.022192e-08,0.33333,0,1,2
82.75,410092.4,84.52635,1607796,2,3.303601e-07,0.33333,0,0,1
82.75,12777313,23671.75,50004984,3,1.06147e-08,0.33333,0,3,0
82.8,13861312,575899.4,7762877,1,2.022192e-08,0.33333,0,1,1
82.8,410091.8,83.84355,1607797,2,3.303601e-07,0.33333,1,0,0
82.8,12777153,23438.91,50005376,3,1.06147e-08,0.33333,0,1,0
82.85,13853254,574372.1,7772462,1,2.022192e-08,0.33333,0,2,3
82.85,410091.2,83.06796,1607798,2,3.303601e-07,0.33333,1,0,1
82.85,12776995,23208.35,50005765,3,1.06147e-08,0.33333,1,0,0
82.9,13845222,572844.1,7782022,1,2.022192e-08,0.33333,0,1,1
82.9,410090.7,82.25025,1607800,2,3.303601e-07,0.33333,0,0,0
82.9,12776839,22980.2,50006150,3,1.06147e-08,0.33333,1,1,0
82.95,13837216,571315.7,7791557,1,2.022192e-08,0.33333,0,0,0
82.95,410090.1,81.5401,1607801,2,3.303601e-07,0.33333,0,0,2
82.95,12776684,22754.1,50006531,3,1.06147e-08,0.33333,1,1,0
83,13829236,569786.8,7801066,1,2.022192e-08,0.33333,0,0,1
83,410089.6,80.68768,1607802,2,3.303601e-07,0.33333,0,0,1
83,12776530,22530.28,50006908,3,1.06147e-08,0.33333,0,0,0
83.05,13821282,568257.3,7810549,1,2.022192e-08,0.33333,0,1,1
83.05,410089,79.84364,1607804,2,3.303601e-07,0.33333,2,0,0
83.05,12776378,22308.75,50007282,3,1.06147e-08,0.33333,0,2,0
83.1,13813353,566727.4,7820007,1,2.022192e-08,0.33333,0,2,2
83.1,410088.5,79.10743,1607805,2,3.303601e-07,0.33333,0,0,0
83.1,12776227,22089.25,50007652,3,1.06147e-08,0.33333,2,0,0
83.15,13805451,565197,7829440,1,2.022192e-08,0.33333,0,2,1
83.15,410087.9,78.42821,1607806,2,3.303601e-07,0.33333,0,0,1
83.15,12776078,21871.96,50008018,3,1.06147e-08,0.33333,1,0,0
83.2,13797575,563666.3,7838847,1,2.022192e-08,0.33333,0,0,2
83.2,410087.4,77.70592,1607808,2,3.303601e-07,0.33333,0,0,2
83.2,12775931,21656.85,50008381,3,1.06147e-08,0.33333,1,1,0
83.25,13789724,562135.2,7848229,1,2.022192e-08,0.33333,0,0,1
83.25,410086.9,76.89124,1607809,2,3.303601e-07,0.33333,0,0,0
83.25,12775785,21443.9,50008740,3,1.06147e-08,0.33333,2,0,0
83.3,13781899,560604,7857585,1,2.022192e-08,0.33333,0,1,1
83.3,410086.4,76.13433,1607810,2,3.303601e-07,0.33333,0,0,1
83.3,12775640,21232.91,50009096,3,1.06147e-08,0.33333,0,1,0
83.35,13774100,559072.4,7866915,1,2.022192e-08,0.33333,0,0,3
83.35,410085.9,75.43462,1607812,2,3.303601e-07,0.33333,0,0,1
83.35,12775497,21024.08,50009448,3,1.06147e-08,0.33333,1,2,0
83.4,13766327,557540.6,7876220,1,2.022192e-08,0.33333,0,1,0
83.4,410085.3,74.7418,1607813,2,3.303601e-07,0.33333,0,0,0
83.4,12775355,20817.31,50009797,3,1.06147e-08,0.33333,1,0,0
83.45,13758579,556008.7,7885500,1,2.022192e-08,0.33333,0,0,1
83.45,410084.8,74.0558,1607814,2,3.303601e-07,0.33333,1,0,0
83.45,12775214,20612.47,50010142,3,1.06147e-08,0.33333,1,1,0
83.5,13750857,554476.8,7894754,1,2.022192e-08,0.33333,0,1,0
83.5,410084.3,73.3268,1607815,2,3.303601e-07,0.33333,0,0,4
83.5,12775075,20409.64,50010484,3,1.06147e-08,0.33333,0,0,0
83.55,13743161,552944.6,7903982,1,2.022192e-08,0.33333,0,1,4
83.55,410083.8,72.45571,1607816,2,3.303601e-07,0.33333,1,0,0
83.55,12774938,20209.06,50010822,3,1.06147e-08,0.33333,0,1,0
83.6,13735490,551412.3,7913185,1,2.022192e-08,0.33333,0,0,1
83.6,410083.4,71.79222,1607818,2,3.303601e-07,0.33333,4,0,0
83.6,12774801,20010.39,50011157,3,1.06147e-08,0.33333,0,0,0
83.65,13727845,549880.3,7922362,1,2.022192e-08,0.33333,0,0,2
83.65,410082.9,70.88648,1607819,2,3.303601e-07,0.33333,0,0,0
83.65,12774666,19813.59,50011489,3,1.06147e-08,0.33333,0,0,0
83.7,13720225,548348.1,7931514,1,2.022192e-08,0.33333,0,0,0
83.7,410082.4,70.18868,1607820,2,3.303601e-07,0.33333,2,0,2
83.7,12774533,19618.76,50011818,3,1.06147e-08,0.33333,1,2,0
83.75,13712631,546816.1,7940641,1,2.022192e-08,0.33333,0,3,1
83.75,410081.9,69.39823,1607821,2,3.303601e-07,0.33333,0,0,0
83.75,12774400,19425.7,50012143,3,1.06147e-08,0.33333,0,0,0
83.8,13705062,545284,7949741,1,2.022192e-08,0.33333,0,1,2
83.8,410081.5,68.86434,1607822,2,3.303601e-07,0.33333,1,0,0
83.8,12774269,19234.64,50012465,3,1.06147e-08,0.33333,0,0,0
83.85,13697519,543752.1,7958817,1,2.022192e-08,0.33333,0,0,0
83.85,410081,68.18644,1607823,2,3.303601e-07,0.33333,0,0,0
83.85,12774139,19045.51,50012784,3,1.06147e-08,0.33333,0,0,0
83.9,13690001,542220.4,7967866,1,2.022192e-08,0.33333,0,2,0
83.9,410080.5,67.51521,1607825,2,3.303601e-07,0.33333,2,0,1
83.9,12774011,18858.14,50013100,3,1.06147e-08,0.33333,1,0,0
83.95,13682508,540689,7976890,1,2.022192e-08,0.33333,0,0,1
83.95,410080.1,66.80083,1607826,2,3.303601e-07,0.33333,1,0,0
83.95,12773884,18672.61,50013413,3,1.06147e-08,0.33333,0,0,0
84,13675041,539157.8,7985889,1,2.022192e-08,0.33333,0,1,0
84,410079.6,66.09349,1607827,2,3.303601e-07,0.33333,2,0,0
84,12773758,18488.95,50013723,3,1.06147e-08,0.33333,0,0,0
84.05,13667599,537627,7994862,1,2.022192e-08,0.33333,0,0,0
84.05,410079.2,65.39311,1607828,2,3.303601e-07,0.33333,1,0,1
84.05,12773633,18307.05,50014029,3,1.06147e-08,0.33333,0,1,0
84.1,13660182,536096.4,8003810,1,2.022192e-08,0.33333,0,0,0
84.1,410078.7,64.69962,1607829,2,3.303601e-07,0.33333,2,0,0
84.1,12773510,18126.94,50014333,3,1.06147e-08,0.33333,2,0,0
84.15,13652790,534566.4,8012732,1,2.022192e-08,0.33333,0,1,1
84.15,410078.3,63.96321,1607830,2,3.303601e-07,0.33333,2,0,2
84.15,12773387,17948.5,50014633,3,1.06147e-08,0.33333,0,1,0
84.2,13645423,533036.5,8021628,1,2.022192e-08,0.33333,0,0,0
84.2,410077.9,63.23405,1607831,2,3.303601e-07,0.33333,1,0,0
84.2,12773266,17772.01,50014931,3,1.06147e-08,0.33333,1,0,0
84.25,13638081,531507.2,8030500,1,2.022192e-08,0.33333,0,1,0
84.25,410077.4,62.56181,1607832,2,3.303601e-07,0.33333,0,0,0
84.25,12773146,17597.11,50015226,3,1.06147e-08,0.33333,0,0,0
84.3,13630765,529978.2,8039345,1,2.022192e-08,0.33333,0,0,0
84.3,410077,61.9957,1607833,2,3.303601e-07,0.33333,0,0,0
84.3,12773028,17423.98,50015518,3,1.06147e-08,0.33333,1,1,0
84.35,13623473,528449.8,8048165,1,2.022192e-08,0.33333,0,0,0
84.35,410076.6,61.43517,1607834,2,3.303601e-07,0.33333,1,0,2
84.35,12772910,17252.45,50015807,3,1.06147e-08,0.33333,0,0,0
84.4,13616206,526921.9,8056960,1,2.022192e-08,0.33333,0,1,0
84.4,410076.2,60.68113,1607835,2,3.303601e-07,0.33333,1,0,0
84.4,12772794,17082.81,50016093,3,1.06147e-08,0.33333,0,0,0
84.45,13608964,525394.6,8065729,1,2.022192e-08,0.33333,0,0,0
84.45,410075.8,60.08378,1607836,2,3.303601e-07,0.33333,0,0,2
84.45,12772678,16914.73,50016376,3,1.06147e-08,0.33333,0,0,0
84.5,13601747,523867.8,8074473,1,2.022192e-08,0.33333,0,1,1
84.5,410075.4,59.39281,1607837,2,3.303601e-07,0.33333,6,0,1
84.5,12772564,16748.41,50016657,3,1.06147e-08,0.33333,0,0,0
84.55,13594555,522341.8,8083191,1,2.022192e-08,0.33333,0,0,1
84.55,410075,58.50962,1607838,2,3.303601e-07,0.33333,0,0,1
84.55,12772451,16583.72,50016934,3,1.06147e-08,0.33333,0,0,0
84.6,13587388,520816.3,8091884,1,2.022192e-08,0.33333,0,1,2
84.6,410074.6,57.88389,1607839,2,3.303601e-07,0.33333,0,0,1
84.6,12772340,16420.65,50017209,3,1.06147e-08,0.33333,0,2,0
84.65,13580245,519291.4,8100552,1,2.022192e-08,0.33333,0,2,0
84.65,410074.2,57.41358,1607840,2,3.303601e-07,0.33333,2,0,0
84.65,12772229,16259.14,50017482,3,1.06147e-08,0.33333,0,1,0
84.7,13573127,517767.4,8109194,1,2.022192e-08,0.33333,0,2,1
84.7,410073.8,56.89815,1607841,2,3.303601e-07,0.33333,0,0,0
84.7,12772119,16099.11,50017751,3,1.06147e-08,0.33333,3,1,0
84.75,13566034,516244.1,8117810,1,2.022192e-08,0.33333,0,0,0
84.75,410073.4,56.48729,1607842,2,3.303601e-07,0.33333,0,0,0
84.75,12772011,15940.56,50018018,3,1.06147e-08,0.33333,3,0,0
84.8,13558965,514721.7,8126402,1,2.022192e-08,0.33333,0,2,0
84.8,410073,55.93123,1607843,2,3.303601e-07,0.33333,0,0,0
84.8,12771903,15783.57,50018283,3,1.06147e-08,0.33333,2,1,0
84.85,13551920,513200.1,8134968,1,2.022192e-08,0.33333,0,1,0
84.85,410072.7,55.52989,1607844,2,3.303601e-07,0.33333,1,0,1
84.85,12771797,15628.12,50018544,3,1.06147e-08,0.33333,1,1,0
84.9,13544901,511679.3,8143508,1,2.022192e-08,0.33333,0,0,2
84.9,410072.3,54.98325,1607845,2,3.303601e-07,0.33333,0,0,0
84.9,12771691,15474.3,50018804,3,1.06147e-08,0.33333,0,1,0
84.95,13537905,510159.3,8152023,1,2.022192e-08,0.33333,0,1,1
84.95,410071.9,54.49174,1607846,2,3.303601e-07,0.33333,1,0,0
84.95,12771587,15322.09,50019060,3,1.06147e-08,0.33333,1,0,0
85,13530934,508640.4,8160513,1,2.022192e-08,0.33333,0,1,0
85,410071.6,53.95531,1607847,2,3.303601e-07,0.33333,0,0,0
85,12771483,15171.33,50019314,3,1.06147e-08,0.33333,0,1,0
85.05,13523988,507122.3,8168978,1,2.022192e-08,0.33333,0,2,2
85.05,410071.2,53.52367,1607848,2,3.303601e-07,0.33333,0,0,0
85.05,12771381,15022,50019566,3,1.06147e-08,0.33333,1,3,0
85.1,13517066,505605.1,8177417,1,2.022192e-08,0.33333,0,1,0
85.1,410070.8,53.24554,1607848,2,3.303601e-07,0.33333,0,0,0
85.1,12771280,14874.09,50019815,3,1.06147e-08,0.33333,0,0,0
85.15,13510168,504089,8185831,1,2.022192e-08,0.33333,0,1,0
85.15,410070.5,52.77114,1607849,2,3.303601e-07,0.33333,1,0,1
85.15,12771179,14727.74,50020062,3,1.06147e-08,0.33333,0,0,0
85.2,13503294,502574,8194220,1,2.022192e-08,0.33333,0,2,2
85.2,410070.1,52.2019,1607850,2,3.303601e-07,0.33333,0,0,1
85.2,12771080,14582.87,50020306,3,1.06147e-08,0.33333,2,1,0
85.25,13496444,501060,8202584,1,2.022192e-08,0.33333,0,0,0
85.25,410069.8,51.78752,1607851,2,3.303601e-07,0.33333,5,0,1
85.25,12770982,14439.38,50020548,3,1.06147e-08,0.33333,0,0,0
85.3,13489619,499547.5,8210922,1,2.022192e-08,0.33333,0,0,1
85.3,410069.4,50.97919,1607852,2,3.303601e-07,0.33333,0,0,0
85.3,12770884,14297.35,50020787,3,1.06147e-08,0.33333,1,0,0
85.35,13482817,498035.8,8219235,1,2.022192e-08,0.33333,0,1,0
85.35,410069.1,50.47734,1607853,2,3.303601e-07,0.33333,0,0,1
85.35,12770788,14156.66,50021024,3,1.06147e-08,0.33333,0,0,0
85.4,13476040,496525.3,8227523,1,2.022192e-08,0.33333,0,1,0
85.4,410068.7,49.98043,1607854,2,3.303601e-07,0.33333,1,0,0
85.4,12770692,14017.41,50021259,3,1.06147e-08,0.33333,0,3,0
85.45,13469286,495016,8235786,1,2.022192e-08,0.33333,0,0,0
85.45,410068.4,49.63768,1607854,2,3.303601e-07,0.33333,0,0,0
85.45,12770598,13879.33,50021492,3,1.06147e-08,0.33333,1,0,0
85.5,13462557,493508,8244023,1,2.022192e-08,0.33333,0,2,0
85.5,410068.1,49.14903,1607855,2,3.303601e-07,0.33333,0,0,0
85.5,12770504,13742.71,50021722,3,1.06147e-08,0.33333,0,0,0
85.55,13455851,492001.1,8252236,1,2.022192e-08,0.33333,0,0,2
85.55,410067.7,48.7647,1607856,2,3.303601e-07,0.33333,1,0,0
85.55,12770412,13607.48,50021950,3,1.06147e-08,0.33333,0,1,0
85.6,13449169,490495.5,8260423,1,2.022192e-08,0.33333,0,0,0
85.6,410067.4,48.28465,1607857,2,3.303601e-07,0.33333,1,0,0
85.6,12770320,13473.63,50022175,3,1.06147e-08,0.33333,0,2,0
85.65,13442511,488991.3,8268586,1,2.022192e-08,0.33333,0,1,1
85.65,410067.1,47.85908,1607858,2,3.303601e-07,0.33333,0,0,1
85.65,12770229,13340.95,50022399,3,1.06147e-08,0.33333,1,2,0
85.7,13435877,487488.4,8276723,1,2.022192e-08,0.33333,0,1,0
85.7,410066.8,47.48745,1607859,2,3.303601e-07,0.33333,0,0,2
85.7,12770139,13209.62,50022620,3,1.06147e-08,0.33333,0,0,0
85.75,13429266,485986.8,8284835,1,2.022192e-08,0.33333,0,2,3
85.75,410066.4,46.97022,1607859,2,3.303601e-07,0.33333,0,0,1
85.75,12770050,13079.74,50022839,3,1.06147e-08,0.33333,0,0,0
85.8,13422679,484486.4,8292922,1,2.022192e-08,0.33333,0,0,1
85.8,410066.1,46.55759,1607860,2,3.303601e-07,0.33333,0,0,1
85.8,12769962,12951.23,50023056,3,1.06147e-08,0.33333,0,0,0
85.85,13416116,482987.6,8300984,1,2.022192e-08,0.33333,0,0,0
85.85,410065.8,46.04951,1607861,2,3.303601e-07,0.33333,1,0,1
85.85,12769874,12823.88,50023271,3,1.06147e-08,0.33333,2,1,0
85.9,13409576,481490.5,8309022,1,2.022192e-08,0.33333,0,0,1
85.9,410065.5,45.54643,1607862,2,3.303601e-07,0.33333,0,0,1
85.9,12769788,12697.59,50023484,3,1.06147e-08,0.33333,0,0,0
85.95,13403059,479994.7,8317034,1,2.022192e-08,0.33333,0,2,0
85.95,410065.2,45.04831,1607862,2,3.303601e-07,0.33333,0,0,1
85.95,12769702,12572.74,50023694,3,1.06147e-08,0.33333,0,1,0
86,13396566,478500.3,8325021,1,2.022192e-08,0.33333,0,3,4
86,410064.9,44.70435,1607863,2,3.303601e-07,0.33333,0,0,0
86,12769617,12449.02,50023903,3,1.06147e-08,0.33333,0,1,0
86.05,13390096,477007.2,8332984,1,2.022192e-08,0.33333,0,0,1
86.05,410064.6,44.46328,1607864,2,3.303601e-07,0.33333,0,0,2
86.05,12769534,12326.66,50024109,3,1.06147e-08,0.33333,0,2,0
86.1,13383650,475515.9,8340921,1,2.022192e-08,0.33333,0,1,0
86.1,410064.3,44.02557,1607865,2,3.303601e-07,0.33333,0,0,0
86.1,12769450,12205.41,50024314,3,1.06147e-08,0.33333,2,1,0
86.15,13377227,474026.3,8348834,1,2.022192e-08,0.33333,0,4,0
86.15,410064,43.69168,1607865,2,3.303601e-07,0.33333,0,0,1
86.15,12769368,12085.16,50024516,3,1.06147e-08,0.33333,3,0,0
86.2,13370827,472538.2,8356722,1,2.022192e-08,0.33333,0,0,0
86.2,410063.7,43.41082,1607866,2,3.303601e-07,0.33333,0,0,0
86.2,12769287,11966.13,50024716,3,1.06147e-08,0.33333,1,0,0
86.25,13364450,471051.9,8364585,1,2.022192e-08,0.33333,0,2,0
86.25,410063.4,42.98348,1607867,2,3.303601e-07,0.33333,0,0,0
86.25,12769206,11848.33,50024915,3,1.06147e-08,0.33333,2,1,0
86.3,13358096,469567.1,8372424,1,2.022192e-08,0.33333,0,0,2
86.3,410063.1,42.70959,1607868,2,3.303601e-07,0.33333,0,0,0
86.3,12769126,11731.58,50025111,3,1.06147e-08,0.33333,1,1,0
86.35,13351766,468084,8380237,1,2.022192e-08,0.33333,0,0,2
86.35,410062.8,42.3389,1607868,2,3.303601e-07,0.33333,0,0,2
86.35,12769047,11616.13,50025306,3,1.06147e-08,0.33333,1,1,0
86.4,13345458,466602.6,8388026,1,2.022192e-08,0.33333,0,1,0
86.4,410062.5,41.87235,1607869,2,3.303601e-07,0.33333,0,0,0
86.4,12768969,11501.92,50025499,3,1.06147e-08,0.33333,0,0,0
86.45,13339174,465122.9,8395791,1,2.022192e-08,0.33333,0,2,0
86.45,410062.2,41.5099,1607870,2,3.303601e-07,0.33333,1,0,0
86.45,12768891,11388.73,50025689,3,1.06147e-08,0.33333,0,1,0
86.5,13332912,463644.9,8403530,1,2.022192e-08,0.33333,0,2,0
86.5,410062,41.20077,1607870,2,3.303601e-07,0.33333,2,0,0
86.5,12768814,11276.61,50025878,3,1.06147e-08,0.33333,3,0,0
86.55,13326673,462169,8411245,1,2.022192e-08,0.33333,0,1,0
86.55,410061.7,40.79518,1607871,2,3.303601e-07,0.33333,1,0,0
86.55,12768738,11165.49,50026065,3,1.06147e-08,0.33333,0,2,0
86.6,13320457,460694.7,8418936,1,2.022192e-08,0.33333,0,4,1
86.6,410061.4,40.49308,1607872,2,3.303601e-07,0.33333,1,0,1
86.6,12768663,11055.51,50026250,3,1.06147e-08,0.33333,0,1,0
86.65,13314263,459222,8426602,1,2.022192e-08,0.33333,0,1,0
86.65,410061.1,40.24372,1607872,2,3.303601e-07,0.33333,0,0,0
86.65,12768588,10946.76,50026434,3,1.06147e-08,0.33333,1,1,0
86.7,13308093,457751.3,8434243,1,2.022192e-08,0.33333,0,0,0
86.7,410060.9,39.94705,1607873,2,3.303601e-07,0.33333,1,0,1
86.7,12768514,10838.93,50026615,3,1.06147e-08,0.33333,2,1,0
