time, S, I, R
76.95,705.169,0.000207849,9304.83
77,705.169,0.000205099,9304.83
77.05,705.169,0.000202386,9304.83
77.1,705.169,0.000199709,9304.83
77.15,705.169,0.000197067,9304.83
77.2,705.169,0.00019446,9304.83
77.25,705.169,0.000191887,9304.83
77.3,705.169,0.000189349,9304.83
77.35,705.169,0.000186844,9304.83
77.4,705.169,0.000184372,9304.83
77.45,705.169,0.000181933,9304.83
77.5,705.169,0.000179527,9304.83
77.55,705.169,0.000177152,9304.83
77.6,705.169,0.000174808,9304.83
77.65,705.169,0.000172496,9304.83
77.7,705.169,0.000170214,9304.83
77.75,705.169,0.000167962,9304.83
77.8,705.169,0.00016574,9304.83
77.85,705.169,0.000163548,9304.83
77.9,705.169,0.000161384,9304.83
77.95,705.169,0.000159249,9304.83
78,705.169,0.000157143,9304.83
78.05,705.169,0.000155064,9304.83
78.1,705.169,0.000153013,9304.83
78.15,705.169,0.000150988,9304.83
78.2,705.169,0.000148991,9304.83
78.25,705.169,0.00014702,9304.83
78.3,705.169,0.000145075,9304.83
78.35,705.169,0.000143156,9304.83
78.4,705.169,0.000141262,9304.83
78.45,705.169,0.000139394,9304.83
78.5,705.169,0.00013755,9304.83
78.55,705.169,0.00013573,9304.83
78.6,705.169,0.000133935,9304.83
78.65,705.169,0.000132163,9304.83
78.7,705.169,0.000130414,9304.83
78.75,705.169,0.000128689,9304.83
78.8,705.169,0.000126987,9304.83
78.85,705.169,0.000125307,9304.83
78.9,705.169,0.000123649,9304.83
78.95,705.169,0.000122014,9304.83
79,705.169,0.000120399,9304.83
79.05,705.169,0.000118807,9304.83
79.1,705.169,0.000117235,9304.83
79.15,705.169,0.000115684,9304.83
79.2,705.169,0.000114154,9304.83
79.25,705.169,0.000112644,9304.83
79.3,705.169,0.000111154,9304.83
79.35,705.169,0.000109683,9304.83
79.4,705.169,0.000108232,9304.83
79.45,705.169,0.000106801,9304.83
79.5,705.169,0.000105388,9304.83
79.55,705.169,0.000103994,9304.83
79.6,705.169,0.000102618,9304.83
79.65,705.169,0.00010126,9304.83
79.7,705.169,9.99208e-05,9304.83
79.75,705.169,9.8599e-05,9304.83
79.8,705.169,9.72947e-05,9304.83
79.85,705.169,9.60076e-05,9304.83
79.9,705.169,9.47375e-05,9304.83
79.95,705.169,9.34843e-05,9304.83
80,705.169,9.22476e-05,9304.83
80.05,705.169,9.10273e-05,9304.83
80.1,705.169,8.98231e-05,9304.83
80.15,705.169,8.86349e-05,9304.83
80.2,705.169,8.74624e-05,9304.83
80.25,705.169,8.63053e-05,9304.83
80.3,705.169,8.51636e-05,9304.83
80.35,705.169,8.4037e-05,9304.83
80.4,705.169,8.29253e-05,9304.83
80.45,705.169,8.18284e-05,9304.83
80.5,705.169,8.07459e-05,9304.83
80.55,705.169,7.96777e-05,9304.83
80.6,705.169,7.86237e-05,9304.83
80.65,705.169,7.75836e-05,9304.83
80.7,705.169,7.65573e-05,9304.83
80.75,705.169,7.55445e-05,9304.83
80.8,705.169,7.45452e-05,9304.83
80.85,705.169,7.3559e-05,9304.83
80.9,705.169,7.25859e-05,9304.83
80.95,705.169,7.16257e-05,9304.83
81,705.169,7.06782e-05,9304.83
81.05,705.169,6.97432e-05,9304.83
81.1,705.169,6.88206e-05,9304.83
81.15,705.169,6.79102e-05,9304.83
81.2,705.169,6.70119e-05,9304.83
81.25,705.169,6.61254e-05,9304.83
81.3,705.169,6.52506e-05,9304.83
81.35,705.169,6.43874e-05,9304.83
81.4,705.169,6.35357e-05,9304.83
81.45,705.169,6.26952e-05,9304.83
81.5,705.169,6.18658e-05,9304.83
81.55,705.169,6.10474e-05,9304.83
81.6,705.169,6.02398e-05,9304.83
81.65,705.169,5.94429e-05,9304.83
81.7,705.169,5.86566e-05,9304.83
81.75,705.169,5.78806e-05,9304.83
81.8,705.169,5.7115e-05,9304.83
81.85,705.169,5.63594e-05,9304.83
81.9,705.169,5.56138e-05,9304.83
81.95,705.169,5.48782e-05,9304.83
82,705.169,5.41522e-05,9304.83
82.05,705.169,5.34358e-05,9304.83
82.1,705.169,5.27289e-05,9304.83
82.15,705.169,5.20314e-05,9304.83
82.2,705.169,5.13431e-05,9304.83
82.25,705.169,5.06639e-05,9304.83
82.3,705.169,4.99937e-05,9304.83
82.35,705.169,4.93323e-05,9304.83
82.4,705.169,4.86797e-05,9304.83
82.45,705.169,4.80358e-05,9304.83
82.5,705.169,4.74003e-05,9304.83
82.55,705.169,4.67733e-05,9304.83
82.6,705.169,4.61545e-05,9304.83
82.65,705.169,4.5544e-05,9304.83
82.7,705.169,4.49415e-05,9304.83
82.75,705.169,4.4347e-05,9304.83
82.8,705.169,4.37603e-05,9304.83
82.85,705.169,4.31814e-05,9304.83
82.9,705.169,4.26102e-05,9304.83
82.95,705.169,4.20465e-05,9304.83
83,705.169,4.14903e-05,9304.83
83.05,705.169,4.09414e-05,9304.83
83.1,705.169,4.03998e-05,9304.83
83.15,705.169,3.98654e-05,9304.83
83.2,705.169,3.9338e-05,9304.83
83.25,705.169,3.88176e-05,9304.83
83.3,705.169,3.83041e-05,9304.83
83.35,705.169,3.77974e-05,9304.83
83.4,705.169,3.72974e-05,9304.83
83.45,705.169,3.6804e-05,9304.83
83.5,705.169,3.63171e-05,9304.83
83.55,705.169,3.58367e-05,9304.83
83.6,705.169,3.53626e-05,9304.83
83.65,705.169,3.48948e-05,9304.83
83.7,705.169,3.44332e-05,9304.83
83.75,705.169,3.39777e-05,9304.83
83.8,705.169,3.35282e-05,9304.83
83.85,705.169,3.30847e-05,9304.83
83.9,705.169,3.2647e-05,9304.83
83.95,705.169,3.22152e-05,9304.83
84,705.169,3.1789e-05,9304.83
84.05,705.169,3.13685e-05,9304.83
84.1,705.169,3.09535e-05,9304.83
84.15,705.169,3.0544e-05,9304.83
84.2,705.169,3.014e-05,9304.83
84.25,705.169,2.97413e-05,9304.83
84.3,705.169,2.93478e-05,9304.83
84.35,705.169,2.89596e-05,9304.83
84.4,705.169,2.85765e-05,9304.83
84.45,705.169,2.81985e-05,9304.83
84.5,705.169,2.78254e-05,9304.83
84.55,705.169,2.74574e-05,9304.83
84.6,705.169,2.70941e-05,9304.83
84.65,705.169,2.67357e-05,9304.83
84.7,705.169,2.6382e-05,9304.83
84.75,705.169,2.6033e-05,9304.83
84.8,705.169,2.56886e-05,9304.83
84.85,705.169,2.53488e-05,9304.83
84.9,705.169,2.50135e-05,9304.83
84.95,705.169,2.46826e-05,9304.83
85,705.169,2.43561e-05,9304.83
85.05,705.169,2.40339e-05,9304.83
85.1,705.169,2.37159e-05,9304.83
85.15,705.169,2.34022e-05,9304.83
85.2,705.169,2.30926e-05,9304.83
85.25,705.169,2.27871e-05,9304.83
85.3,705.169,2.24857e-05,9304.83
85.35,705.169,2.21882e-05,9304.83
85.4,705.169,2.18947e-05,9304.83
85.45,705.169,2.16051e-05,9304.83
85.5,705.169,2.13193e-05,9304.83
85.55,705.169,2.10373e-05,9304.83
85.6,705.169,2.0759e-05,9304.83
85.65,705.169,2.04843e-05,9304.83
85.7,705.169,2.02134e-05,9304.83
85.75,705.169,1.9946e-05,9304.83
85.8,705.169,1.96821e-05,9304.83
85.85,705.169,1.94217e-05,9304.83
85.9,705.169,1.91648e-05,9304.83
85.95,705.169,1.89113e-05,9304.83
86,705.169,1.86611e-05,9304.83
86.05,705.169,1.84143e-05,9304.83
86.1,705.169,1.81707e-05,9304.83
86.15,705.169,1.79303e-05,9304.83
86.2,705.169,1.76931e-05,9304.83
86.25,705.169,1.7459e-05,9304.83
86.3,705.169,1.72281e-05,9304.83
86.35,705.169,1.70002e-05,9304.83
86.4,705.169,1.67753e-05,9304.83
86.45,705.169,1.65534e-05,9304.83
86.5,705.169,1.63344e-05,9304.83
86.55,705.169,1.61183e-05,9304.83
86.6,705.169,1.59051e-05,9304.83
86.65,705.169,1.56947e-05,9304.83
86.7,705.169,1.54871e-05,9304.83
86.75,705.169,1.52822e-05,9304.83
86.8,705.169,1.508e-05,9304.83
86.85,705.169,1.48805e-05,9304.83
86.9,705.169,1.46837e-05,9304.83
86.95,705.169,1.44894e-05,9304.83
87,705.169,1.42978e-05,9304.83
87.05,705.169,1.41086e-05,9304.83
87.1,705.169,1.3922e-05,9304.83
87.15,705.169,1.37378e-05,9304.83
87.2,705.169,1.35561e-05,9304.83
87.25,705.169,1.33768e-05,9304.83
87.3,705.169,1.31998e-05,9304.83
87.35,705.169,1.30252e-05,9304.83
87.4,705.169,1.28529e-05,9304.83
87.45,705.169,1.26829e-05,9304.83
87.5,705.169,1.25151e-05,9304.83
87.55,705.169,1.23495e-05,9304.83
87.6,705.169,1.21861e-05,9304.83
87.65,705.169,1.20249e-05,9304.83
87.7,705.169,1.18659e-05,9304.83
87.75,705.169,1.17089e-05,9304.83
87.8,705.169,1.1554e-05,9304.83
87.85,705.169,1.14012e-05,9304.83
87.9,705.169,1.12503e-05,9304.83
87.95,705.169,1.11015e-05,9304.83
88,705.169,1.09547e-05,9304.83
88.05,705.169,1.08097e-05,9304.83
88.1,705.169,1.06667e-05,9304.83
88.15,705.169,1.05256e-05,9304.83
88.2,705.169,1.03864e-05,9304.83
88.25,705.169,1.0249e-05,9304.83
88.3,705.169,1.01134e-05,9304.83
88.35,705.169,9.97963e-06,9304.83
88.4,705.169,9.84761e-06,9304.83
88.45,705.169,9.71734e-06,9304.83
88.5,705.169,9.58879e-06,9304.83
88.55,705.169,9.46195e-06,9304.83
88.6,705.169,9.33678e-06,9304.83
88.65,705.169,9.21326e-06,9304.83
88.7,705.169,9.09138e-06,9304.83
88.75,705.169,8.97112e-06,9304.83
88.8,705.169,8.85244e-06,9304.83
88.85,705.169,8.73534e-06,9304.83
88.9,705.169,8.61978e-06,9304.83
88.95,705.169,8.50575e-06,9304.83
89,705.169,8.39323e-06,9304.83
89.05,705.169,8.2822e-06,9304.83
89.1,705.169,8.17264e-06,9304.83
89.15,705.169,8.06452e-06,9304.83
89.2,705.169,7.95784e-06,9304.83
89.25,705.169,7.85257e-06,9304.83
89.3,705.169,7.74869e-06,9304.83
89.35,705.169,7.64618e-06,9304.83
89.4,705.169,7.54504e-06,9304.83
89.45,705.169,7.44523e-06,9304.83
89.5,705.169,7.34673e-06,9304.83
89.55,705.169,7.24955e-06,9304.83
89.6,705.169,7.15365e-06,9304.83
89.65,705.169,7.05901e-06,9304.83
89.7,705.169,6.96563e-06,9304.83
89.75,705.169,6.87348e-06,9304.83
89.8,705.169,6.78256e-06,9304.83
89.85,705.169,6.69283e-06,9304.83
89.9,705.169,6.6043e-06,9304.83
89.95,705.169,6.51693e-06,9304.83
90,705.169,6.43072e-06,9304.83
90.05,705.169,6.34565e-06,9304.83
90.1,705.169,6.26171e-06,9304.83
90.15,705.169,6.17887e-06,9304.83
90.2,705.169,6.09713e-06,9304.83
90.25,705.169,6.01648e-06,9304.83
90.3,705.169,5.93689e-06,9304.83
90.35,705.169,5.85835e-06,9304.83
90.4,705.169,5.78085e-06,9304.83
90.45,705.169,5.70438e-06,9304.83
90.5,705.169,5.62892e-06,9304.83
90.55,705.169,5.55445e-06,9304.83
90.6,705.169,5.48098e-06,9304.83
90.65,705.169,5.40847e-06,9304.83
90.7,705.169,5.33692e-06,9304.83
90.75,705.169,5.26632e-06,9304.83
90.8,705.169,5.19666e-06,9304.83
90.85,705.169,5.12791e-06,9304.83
90.9,705.169,5.06008e-06,9304.83
90.95,705.169,4.99314e-06,9304.83
91,705.169,4.92708e-06,9304.83
91.05,705.169,4.86191e-06,9304.83
91.1,705.169,4.79759e-06,9304.83
91.15,705.169,4.73412e-06,9304.83
91.2,705.169,4.6715e-06,9304.83
91.25,705.169,4.6097e-06,9304.83
91.3,705.169,4.54872e-06,9304.83
91.35,705.169,4.48855e-06,9304.83
91.4,705.169,4.42917e-06,9304.83
91.45,705.169,4.37058e-06,9304.83
91.5,705.169,4.31276e-06,9304.83
91.55,705.169,4.25571e-06,9304.83
91.6,705.169,4.19941e-06,9304.83
91.65,705.169,4.14386e-06,9304.83
91.7,705.169,4.08904e-06,9304.83
91.75,705.169,4.03495e-06,9304.83
91.8,705.169,3.98157e-06,9304.83
91.85,705.169,3.9289e-06,9304.83
91.9,705.169,3.87693e-06,9304.83
91.95,705.169,3.82564e-06,9304.83
92,705.169,3.77503e-06,9304.83
92.05,705.169,3.72509e-06,9304.83
92.1,705.169,3.67581e-06,9304.83
92.15,705.169,3.62719e-06,9304.83
92.2,705.169,3.5792e-06,9304.83
92.25,705.169,3.53186e-06,9304.83
92.3,705.169,3.48514e-06,9304.83
92.35,705.169,3.43903e-06,9304.83
92.4,705.169,3.39354e-06,9304.83
92.45,705.169,3.34865e-06,9304.83
92.5,705.169,3.30435e-06,9304.83
92.55,705.169,3.26064e-06,9304.83
92.6,705.169,3.2175e-06,9304.83
92.65,705.169,3.17494e-06,9304.83
92.7,705.169,3.13294e-06,9304.83
92.75,705.169,3.09149e-06,9304.83
92.8,705.169,3.0506e-06,9304.83
92.85,705.169,3.01024e-06,9304.83
92.9,705.169,2.97042e-06,9304.83
92.95,705.169,2.93113e-06,9304.83
93,705.169,2.89235e-06,9304.83
93.05,705.169,2.85409e-06,9304.83
93.1,705.169,2.81633e-06,9304.83
93.15,705.169,2.77908e-06,9304.83
93.2,705.169,2.74231e-06,9304.83
93.25,705.169,2.70604e-06,9304.83
93.3,705.169,2.67024e-06,9304.83
93.35,705.169,2.63491e-06,9304.83
93.4,705.169,2.60006e-06,9304.83
93.45,705.169,2.56566e-06,9304.83
93.5,705.169,2.53172e-06,9304.83
93.55,705.169,2.49823e-06,9304.83
93.6,705.169,2.46518e-06,9304.83
93.65,705.169,2.43257e-06,9304.83
93.7,705.169,2.40039e-06,9304.83
93.75,705.169,2.36864e-06,9304.83
93.8,705.169,2.3373e-06,9304.83
93.85,705.169,2.30639e-06,9304.83
93.9,705.169,2.27587e-06,9304.83
93.95,705.169,2.24577e-06,9304.83
94,705.169,2.21606e-06,9304.83
94.05,705.169,2.18674e-06,9304.83
94.1,705.169,2.15782e-06,9304.83
94.15,705.169,2.12927e-06,9304.83
94.2,705.169,2.1011e-06,9304.83
94.25,705.169,2.07331e-06,9304.83
94.3,705.169,2.04588e-06,9304.83
94.35,705.169,2.01882e-06,9304.83
94.4,705.169,1.99211e-06,9304.83
94.45,705.169,1.96576e-06,9304.83
94.5,705.169,1.93975e-06,9304.83
94.55,705.169,1.91409e-06,9304.83
94.6,705.169,1.88877e-06,9304.83
94.65,705.169,1.86379e-06,9304.83
94.7,705.169,1.83913e-06,9304.83
94.75,705.169,1.8148e-06,9304.83
94.8,705.169,1.79079e-06,9304.83
94.85,705.169,1.7671e-06,9304.83
94.9,705.169,1.74373e-06,9304.83
94.95,705.169,1.72066e-06,9304.83
95,705.169,1.6979e-06,9304.83
95.05,705.169,1.67544e-06,9304.83
95.1,705.169,1.65327e-06,9304.83
95.15,705.169,1.6314e-06,9304.83
95.2,705.169,1.60982e-06,9304.83
95.25,705.169,1.58853e-06,9304.83
95.3,705.169,1.56751e-06,9304.83
95.35,705.169,1.54678e-06,9304.83
95.4,705.169,1.52631e-06,9304.83
95.45,705.169,1.50612e-06,9304.83
95.5,705.169,1.4862e-06,9304.83
95.55,705.169,1.46654e-06,9304.83
95.6,705.169,1.44714e-06,9304.83
95.65,705.169,1.42799e-06,9304.83
95.7,705.169,1.4091e-06,9304.83
95.75,705.169,1.39046e-06,9304.83
95.8,705.169,1.37207e-06,9304.83
95.85,705.169,1.35392e-06,9304.83
95.9,705.169,1.33601e-06,9304.83
95.95,705.169,1.31833e-06,9304.83
96,705.169,1.3009e-06,9304.83
96.05,705.169,1.28369e-06,9304.83
96.1,705.169,1.2667e-06,9304.83
96.15,705.169,1.24995e-06,9304.83
96.2,705.169,1.23341e-06,9304.83
96.25,705.169,1.2171e-06,9304.83
96.3,705.169,1.201e-06,9304.83
96.35,705.169,1.18511e-06,9304.83
96.4,705.169,1.16943e-06,9304.83
96.45,705.169,1.15396e-06,9304.83
96.5,705.169,1.1387e-06,9304.83
96.55,705.169,1.12363e-06,9304.83
96.6,705.169,1.10877e-06,9304.83
96.65,705.169,1.0941e-06,9304.83
96.7,705.169,1.07963e-06,9304.83
96.75,705.169,1.06534e-06,9304.83
96.8,705.169,1.05125e-06,9304.83
96.85,705.169,1.03734e-06,9304.83
96.9,705.169,1.02362e-06,9304.83
96.95,705.169,1.01008e-06,9304.83
97,705.169,9.96719e-07,9304.83
97.05,705.169,9.83534e-07,9304.83
97.1,705.169,9.70523e-07,9304.83
97.15,705.169,9.57684e-07,9304.83
97.2,705.169,9.45015e-07,9304.83
97.25,705.169,9.32514e-07,9304.83
97.3,705.169,9.20178e-07,9304.83
97.35,705.169,9.08005e-07,9304.83
97.4,705.169,8.95994e-07,9304.83
97.45,705.169,8.84141e-07,9304.83
97.5,705.169,8.72445e-07,9304.83
97.55,705.169,8.60903e-07,9304.83
97.6,705.169,8.49515e-07,9304.83
97.65,705.169,8.38277e-07,9304.83
97.7,705.169,8.27188e-07,9304.83
97.75,705.169,8.16245e-07,9304.83
97.8,705.169,8.05447e-07,9304.83
97.85,705.169,7.94792e-07,9304.83
97.9,705.169,7.84278e-07,9304.83
97.95,705.169,7.73903e-07,9304.83
98,705.169,7.63666e-07,9304.83
98.05,705.169,7.53563e-07,9304.83
98.1,705.169,7.43595e-07,9304.83
98.15,705.169,7.33758e-07,9304.83
98.2,705.169,7.24051e-07,9304.83
98.25,705.169,7.14473e-07,9304.83
98.3,705.169,7.05021e-07,9304.83
98.35,705.169,6.95695e-07,9304.83
98.4,705.169,6.86492e-07,9304.83
98.45,705.169,6.7741e-07,9304.83
98.5,705.169,6.68449e-07,9304.83
98.55,705.169,6.59606e-07,9304.83
98.6,705.169,6.50881e-07,9304.83
98.65,705.169,6.4227e-07,9304.83
98.7,705.169,6.33774e-07,9304.83
98.75,705.169,6.2539e-07,9304.83
98.8,705.169,6.17117e-07,9304.83
98.85,705.169,6.08953e-07,9304.83
98.9,705.169,6.00898e-07,9304.83
98.95,705.169,5.92949e-07,9304.83
99,705.169,5.85105e-07,9304.83
99.05,705.169,5.77365e-07,9304.83
99.1,705.169,5.69727e-07,9304.83
99.15,705.169,5.6219e-07,9304.83
99.2,705.169,5.54753e-07,9304.83
99.25,705.169,5.47414e-07,9304.83
99.3,705.169,5.40173e-07,9304.83
99.35,705.169,5.33027e-07,9304.83
99.4,705.169,5.25976e-07,9304.83
99.45,705.169,5.19018e-07,9304.83
99.5,705.169,5.12152e-07,9304.83
99.55,705.169,5.05377e-07,9304.83
99.6,705.169,4.98691e-07,9304.83
99.65,705.169,4.92094e-07,9304.83
99.7,705.169,4.85585e-07,9304.83
99.75,705.169,4.79161e-07,9304.83
99.8,705.169,4.72822e-07,9304.83
99.85,705.169,4.66568e-07,9304.83
99.9,705.169,4.60395e-07,9304.83
99.95,705.169,4.54305e-07,9304.83
100,705.169,4.48295e-07,9304.83
100.05,705.169,4.42365e-07,9304.83
100.1,705.169,4.36513e-07,9304.83
100.15,705.169,4.30738e-07,9304.83
100.2,705.169,4.2504e-07,9304.83
100.25,705.169,4.19418e-07,9304.83
100.3,705.169,4.13869e-07,9304.83
100.35,705.169,4.08394e-07,9304.83
100.4,705.169,4.02992e-07,9304.83
100.45,705.169,3.97661e-07,9304.83
100.5,705.169,3.924e-07,9304.83
100.55,705.169,3.87209e-07,9304.83
100.6,705.169,3.82087e-07,9304.83
100.65,705.169,3.77033e-07,9304.83
100.7,705.169,3.72045e-07,9304.83
100.75,705.169,3.67123e-07,9304.83
100.8,705.169,3.62267e-07,9304.83
100.85,705.169,3.57474e-07,9304.83
100.9,705.169,3.52745e-07,9304.83
100.95,705.169,3.48079e-07,9304.83
101,705.169,3.43475e-07,9304.83
101.05,705.169,3.38931e-07,9304.83
101.1,705.169,3.34447e-07,9304.83
101.15,705.169,3.30023e-07,9304.83
101.2,705.169,3.25657e-07,9304.83
101.25,705.169,3.21349e-07,9304.83
101.3,705.169,3.17098e-07,9304.83
101.35,705.169,3.12903e-07,9304.83
101.4,705.169,3.08764e-07,9304.83
101.45,705.169,3.04679e-07,9304.83
101.5,705.169,3.00649e-07,9304.83
101.55,705.169,2.96672e-07,9304.83
101.6,705.169,2.92747e-07,9304.83
101.65,705.169,2.88875e-07,9304.83
101.7,705.169,2.85053e-07,9304.83
101.75,705.169,2.81282e-07,9304.83
101.8,705.169,2.77561e-07,9304.83
101.85,705.169,2.7389e-07,9304.83
101.9,705.169,2.70266e-07,9304.83
101.95,705.169,2.66691e-07,9304.83
102,705.169,2.63163e-07,9304.83
102.05,705.169,2.59682e-07,9304.83
102.1,705.169,2.56247e-07,9304.83
102.15,705.169,2.52857e-07,9304.83
102.2,705.169,2.49512e-07,9304.83
102.25,705.169,2.46211e-07,9304.83
102.3,705.169,2.42954e-07,9304.83
102.35,705.169,2.3974e-07,9304.83
102.4,705.169,2.36569e-07,9304.83
102.45,705.169,2.33439e-07,9304.83
102.5,705.169,2.30351e-07,9304.83
102.55,705.169,2.27304e-07,9304.83
102.6,705.169,2.24297e-07,9304.83
102.65,705.169,2.2133e-07,9304.83
102.7,705.169,2.18402e-07,9304.83
102.75,705.169,2.15513e-07,9304.83
102.8,705.169,2.12662e-07,9304.83
102.85,705.169,2.09848e-07,9304.83
102.9,705.169,2.07072e-07,9304.83
102.95,705.169,2.04333e-07,9304.83
103,705.169,2.0163e-07,9304.83
103.05,705.169,1.98963e-07,9304.83
103.1,705.169,1.96331e-07,9304.83
103.15,705.169,1.93734e-07,9304.83
103.2,705.169,1.91171e-07,9304.83
103.25,705.169,1.88642e-07,9304.83
103.3,705.169,1.86146e-07,9304.83
103.35,705.169,1.83684e-07,9304.83
103.4,705.169,1.81254e-07,9304.83
103.45,705.169,1.78856e-07,9304.83
103.5,705.169,1.7649e-07,9304.83
103.55,705.169,1.74155e-07,9304.83
103.6,705.169,1.71852e-07,9304.83
103.65,705.169,1.69578e-07,9304.83
103.7,705.169,1.67335e-07,9304.83
103.75,705.169,1.65121e-07,9304.83
103.8,705.169,1.62937e-07,9304.83
103.85,705.169,1.60782e-07,9304.83
103.9,705.169,1.58655e-07,9304.83
103.95,705.169,1.56556e-07,9304.83
104,705.169,1.54485e-07,9304.83
104.05,705.169,1.52441e-07,9304.83
104.1,705.169,1.50425e-07,9304.83
104.15,705.169,1.48435e-07,9304.83
104.2,705.169,1.46471e-07,9304.83
104.25,705.169,1.44533e-07,9304.83
104.3,705.169,1.42621e-07,9304.83
104.35,705.169,1.40735e-07,9304.83
104.4,705.169,1.38873e-07,9304.83
104.45,705.169,1.37036e-07,9304.83
104.5,705.169,1.35223e-07,9304.83
104.55,705.169,1.33434e-07,9304.83
104.6,705.169,1.31669e-07,9304.83
104.65,705.169,1.29927e-07,9304.83
104.7,705.169,1.28209e-07,9304.83
104.75,705.169,1.26513e-07,9304.83
104.8,705.169,1.24839e-07,9304.83
104.85,705.169,1.23188e-07,9304.83
104.9,705.169,1.21558e-07,9304.83
104.95,705.169,1.1995e-07,9304.83
105,705.169,1.18363e-07,9304.83
105.05,705.169,1.16797e-07,9304.83
105.1,705.169,1.15252e-07,9304.83
105.15,705.169,1.13728e-07,9304.83
105.2,705.169,1.12223e-07,9304.83
105.25,705.169,1.10739e-07,9304.83
105.3,705.169,1.09274e-07,9304.83
105.35,705.169,1.07828e-07,9304.83
105.4,705.169,1.06402e-07,9304.83
105.45,705.169,1.04994e-07,9304.83
105.5,705.169,1.03605e-07,9304.83
105.55,705.169,1.02235e-07,9304.83
105.6,705.169,1.00882e-07,9304.83
105.65,705.169,9.95477e-08,9304.83
105.7,705.169,9.82308e-08,9304.83
105.75,705.169,9.69313e-08,9304.83
105.8,705.169,9.56491e-08,9304.83
105.85,705.169,9.43837e-08,9304.83
105.9,705.169,9.31352e-08,9304.83
105.95,705.169,9.19031e-08,9304.83
106,705.169,9.06874e-08,9304.83
106.05,705.169,8.94877e-08,9304.83
106.1,705.169,8.83039e-08,9304.83
106.15,705.169,8.71357e-08,9304.83
106.2,705.169,8.59831e-08,9304.83
106.25,705.169,8.48456e-08,9304.83
106.3,705.169,8.37232e-08,9304.83
106.35,705.169,8.26157e-08,9304.83
106.4,705.169,8.15228e-08,9304.83
106.45,705.169,8.04443e-08,9304.83
106.5,705.169,7.93802e-08,9304.83
106.55,705.169,7.83301e-08,9304.83
106.6,705.169,7.72939e-08,9304.83
106.65,705.169,7.62714e-08,9304.83
106.7,705.169,7.52624e-08,9304.83
106.75,705.169,7.42668e-08,9304.83
106.8,705.169,7.32843e-08,9304.83
106.85,705.169,7.23149e-08,9304.83
106.9,705.169,7.13582e-08,9304.83
106.95,705.169,7.04143e-08,9304.83
107,705.169,6.94828e-08,9304.83
107.05,705.169,6.85636e-08,9304.83
107.1,705.169,6.76566e-08,9304.83
107.15,705.169,6.67616e-08,9304.83
107.2,705.169,6.58784e-08,9304.83
107.25,705.169,6.5007e-08,9304.83
107.3,705.169,6.4147e-08,9304.83
107.35,705.169,6.32984e-08,9304.83
107.4,705.169,6.24611e-08,9304.83
107.45,705.169,6.16348e-08,9304.83
107.5,705.169,6.08194e-08,9304.83
107.55,705.169,6.00149e-08,9304.83
107.6,705.169,5.9221e-08,9304.83
107.65,705.169,5.84376e-08,9304.83
107.7,705.169,5.76645e-08,9304.83
107.75,705.169,5.69017e-08,9304.83
107.8,705.169,5.61489e-08,9304.83
107.85,705.169,5.54062e-08,9304.83
107.9,705.169,5.46732e-08,9304.83
107.95,705.169,5.395e-08,9304.83
108,705.169,5.32363e-08,9304.83
108.05,705.169,5.2532e-08,9304.83
108.1,705.169,5.18371e-08,9304.83
108.15,705.169,5.11514e-08,9304.83
108.2,705.169,5.04747e-08,9304.83
108.25,705.169,4.9807e-08,9304.83
108.3,705.169,4.91481e-08,9304.83
108.35,705.169,4.84979e-08,9304.83
108.4,705.169,4.78564e-08,9304.83
108.45,705.169,4.72233e-08,9304.83
108.5,705.169,4.65986e-08,9304.83
108.55,705.169,4.59822e-08,9304.83
108.6,705.169,4.53739e-08,9304.83
108.65,705.169,4.47736e-08,9304.83
108.7,705.169,4.41813e-08,9304.83
108.75,705.169,4.35969e-08,9304.83
108.8,705.169,4.30202e-08,9304.83
108.85,705.169,4.24511e-08,9304.83
108.9,705.169,4.18895e-08,9304.83
108.95,705.169,4.13353e-08,9304.83
109,705.169,4.07885e-08,9304.83
109.05,705.169,4.0249e-08,9304.83
109.1,705.169,3.97165e-08,9304.83
109.15,705.169,3.91911e-08,9304.83
109.2,705.169,3.86727e-08,9304.83
109.25,705.169,3.81611e-08,9304.83
109.3,705.169,3.76563e-08,9304.83
109.35,705.169,3.71581e-08,9304.83
109.4,705.169,3.66666e-08,9304.83
109.45,705.169,3.61815e-08,9304.83
109.5,705.169,3.57029e-08,9304.83
109.55,705.169,3.52306e-08,9304.83
109.6,705.169,3.47645e-08,9304.83
109.65,705.169,3.43046e-08,9304.83
109.7,705.169,3.38508e-08,9304.83
109.75,705.169,3.3403e-08,9304.83
109.8,705.169,3.29612e-08,9304.83
109.85,705.169,3.25251e-08,9304.83
109.9,705.169,3.20949e-08,9304.83
109.95,705.169,3.16703e-08,9304.83
110,705.169,3.12513e-08,9304.83
110.05,705.169,3.08379e-08,9304.83
110.1,705.169,3.043e-08,9304.83
110.15,705.169,3.00274e-08,9304.83
110.2,705.169,2.96302e-08,9304.83
110.25,705.169,2.92382e-08,9304.83
110.3,705.169,2.88515e-08,9304.83
110.35,705.169,2.84698e-08,9304.83
110.4,705.169,2.80932e-08,9304.83
110.45,705.169,2.77215e-08,9304.83
110.5,705.169,2.73548e-08,9304.83
110.55,705.169,2.69929e-08,9304.83
110.6,705.169,2.66359e-08,9304.83
110.65,705.169,2.62835e-08,9304.83
