time, S, I, R
39.1,706.418,4.96188,9298.62
39.15,706.401,4.89627,9298.7
39.2,706.385,4.83153,9298.78
39.25,706.369,4.76764,9298.86
39.3,706.353,4.7046,9298.94
39.35,706.337,4.64239,9299.02
39.4,706.322,4.581,9299.1
39.45,706.307,4.52042,9299.17
39.5,706.292,4.46065,9299.25
39.55,706.277,4.40166,9299.32
39.6,706.262,4.34346,9299.39
39.65,706.248,4.28602,9299.47
39.7,706.233,4.22935,9299.54
39.75,706.219,4.17342,9299.61
39.8,706.205,4.11823,9299.68
39.85,706.192,4.06377,9299.74
39.9,706.178,4.01003,9299.81
39.95,706.165,3.957,9299.88
40,706.152,3.90468,9299.94
40.05,706.139,3.85304,9300.01
40.1,706.126,3.80209,9300.07
40.15,706.113,3.75181,9300.14
40.2,706.101,3.70219,9300.2
40.25,706.088,3.65323,9300.26
40.3,706.076,3.60492,9300.32
40.35,706.064,3.55725,9300.38
40.4,706.052,3.51021,9300.44
40.45,706.04,3.46378,9300.5
40.5,706.029,3.41798,9300.55
40.55,706.018,3.37278,9300.61
40.6,706.006,3.32817,9300.67
40.65,705.995,3.28416,9300.72
40.7,705.984,3.24072,9300.77
40.75,705.974,3.19787,9300.83
40.8,705.963,3.15557,9300.88
40.85,705.952,3.11384,9300.93
40.9,705.942,3.07266,9300.99
40.95,705.932,3.03203,9301.04
41,705.922,2.99193,9301.09
41.05,705.912,2.95236,9301.14
41.1,705.902,2.91331,9301.18
41.15,705.892,2.87478,9301.23
41.2,705.883,2.83676,9301.28
41.25,705.873,2.79925,9301.33
41.3,705.864,2.76223,9301.37
41.35,705.855,2.72569,9301.42
41.4,705.846,2.68964,9301.46
41.45,705.837,2.65407,9301.51
41.5,705.828,2.61897,9301.55
41.55,705.819,2.58433,9301.6
41.6,705.81,2.55015,9301.64
41.65,705.802,2.51643,9301.68
41.7,705.794,2.48315,9301.72
41.75,705.785,2.4503,9301.76
41.8,705.777,2.4179,9301.81
41.85,705.769,2.38592,9301.85
41.9,705.761,2.35436,9301.88
41.95,705.753,2.32322,9301.92
42,705.745,2.2925,9301.96
42.05,705.738,2.26218,9302
42.1,705.73,2.23226,9302.04
42.15,705.723,2.20273,9302.07
42.2,705.716,2.1736,9302.11
42.25,705.708,2.14485,9302.15
42.3,705.701,2.11648,9302.18
42.35,705.694,2.08849,9302.22
42.4,705.687,2.06087,9302.25
42.45,705.68,2.03361,9302.29
42.5,705.674,2.00671,9302.32
42.55,705.667,1.98017,9302.35
42.6,705.66,1.95398,9302.39
42.65,705.654,1.92814,9302.42
42.7,705.647,1.90263,9302.45
42.75,705.641,1.87747,9302.48
42.8,705.635,1.85264,9302.51
42.85,705.629,1.82813,9302.54
42.9,705.623,1.80395,9302.57
42.95,705.616,1.78009,9302.6
43,705.611,1.75655,9302.63
43.05,705.605,1.73331,9302.66
43.1,705.599,1.71039,9302.69
43.15,705.593,1.68777,9302.72
43.2,705.588,1.66544,9302.75
43.25,705.582,1.64341,9302.77
43.3,705.577,1.62168,9302.8
43.35,705.571,1.60023,9302.83
43.4,705.566,1.57906,9302.86
43.45,705.561,1.55818,9302.88
43.5,705.555,1.53757,9302.91
43.55,705.55,1.51723,9302.93
43.6,705.545,1.49716,9302.96
43.65,705.54,1.47736,9302.98
43.7,705.535,1.45782,9303.01
43.75,705.531,1.43853,9303.03
43.8,705.526,1.41951,9303.05
43.85,705.521,1.40073,9303.08
43.9,705.516,1.3822,9303.1
43.95,705.512,1.36392,9303.12
44,705.507,1.34588,9303.15
44.05,705.503,1.32808,9303.17
44.1,705.498,1.31051,9303.19
44.15,705.494,1.29318,9303.21
44.2,705.49,1.27607,9303.23
44.25,705.485,1.25919,9303.26
44.3,705.481,1.24254,9303.28
44.35,705.477,1.2261,9303.3
44.4,705.473,1.20988,9303.32
44.45,705.469,1.19388,9303.34
44.5,705.465,1.17809,9303.36
44.55,705.461,1.16251,9303.38
44.6,705.457,1.14713,9303.4
44.65,705.453,1.13196,9303.41
44.7,705.45,1.11698,9303.43
44.75,705.446,1.10221,9303.45
44.8,705.442,1.08763,9303.47
44.85,705.439,1.07324,9303.49
44.9,705.435,1.05905,9303.51
44.95,705.431,1.04504,9303.52
45,705.428,1.03121,9303.54
45.05,705.425,1.01757,9303.56
45.1,705.421,1.00411,9303.57
45.15,705.418,0.990833,9303.59
45.2,705.415,0.977726,9303.61
45.25,705.411,0.964794,9303.62
45.3,705.408,0.952032,9303.64
45.35,705.405,0.939439,9303.66
45.4,705.402,0.927012,9303.67
45.45,705.399,0.91475,9303.69
45.5,705.396,0.90265,9303.7
45.55,705.393,0.89071,9303.72
45.6,705.39,0.878928,9303.73
45.65,705.387,0.867302,9303.75
45.7,705.384,0.85583,9303.76
45.75,705.381,0.844509,9303.77
45.8,705.378,0.833338,9303.79
45.85,705.375,0.822315,9303.8
45.9,705.373,0.811438,9303.82
45.95,705.37,0.800704,9303.83
46,705.367,0.790113,9303.84
46.05,705.365,0.779661,9303.86
46.1,705.362,0.769348,9303.87
46.15,705.36,0.759171,9303.88
46.2,705.357,0.749129,9303.89
46.25,705.355,0.73922,9303.91
46.3,705.352,0.729442,9303.92
46.35,705.35,0.719793,9303.93
46.4,705.347,0.710271,9303.94
46.45,705.345,0.700876,9303.95
46.5,705.343,0.691605,9303.97
46.55,705.34,0.682457,9303.98
46.6,705.338,0.673429,9303.99
46.65,705.336,0.664521,9304
46.7,705.334,0.655731,9304.01
46.75,705.331,0.647057,9304.02
46.8,705.329,0.638498,9304.03
46.85,705.327,0.630052,9304.04
46.9,705.325,0.621717,9304.05
46.95,705.323,0.613493,9304.06
47,705.321,0.605378,9304.07
47.05,705.319,0.59737,9304.08
47.1,705.317,0.589468,9304.09
47.15,705.315,0.581671,9304.1
47.2,705.313,0.573976,9304.11
47.25,705.311,0.566384,9304.12
47.3,705.309,0.558892,9304.13
47.35,705.307,0.551499,9304.14
47.4,705.305,0.544203,9304.15
47.45,705.304,0.537005,9304.16
47.5,705.302,0.529901,9304.17
47.55,705.3,0.522892,9304.18
47.6,705.298,0.515975,9304.19
47.65,705.297,0.509149,9304.19
47.7,705.295,0.502414,9304.2
47.75,705.293,0.495768,9304.21
47.8,705.292,0.48921,9304.22
47.85,705.29,0.482739,9304.23
47.9,705.288,0.476353,9304.24
47.95,705.287,0.470052,9304.24
48,705.285,0.463834,9304.25
48.05,705.284,0.457698,9304.26
48.1,705.282,0.451644,9304.27
48.15,705.281,0.44567,9304.27
48.2,705.279,0.439774,9304.28
48.25,705.278,0.433957,9304.29
48.3,705.276,0.428216,9304.3
48.35,705.275,0.422552,9304.3
48.4,705.273,0.416962,9304.31
48.45,705.272,0.411447,9304.32
48.5,705.271,0.406004,9304.32
48.55,705.269,0.400633,9304.33
48.6,705.268,0.395333,9304.34
48.65,705.267,0.390104,9304.34
48.7,705.265,0.384944,9304.35
48.75,705.264,0.379851,9304.36
48.8,705.263,0.374827,9304.36
48.85,705.262,0.369868,9304.37
48.9,705.26,0.364976,9304.37
48.95,705.259,0.360148,9304.38
49,705.258,0.355384,9304.39
49.05,705.257,0.350682,9304.39
49.1,705.256,0.346044,9304.4
49.15,705.254,0.341466,9304.4
49.2,705.253,0.336949,9304.41
49.25,705.252,0.332492,9304.42
49.3,705.251,0.328093,9304.42
49.35,705.25,0.323753,9304.43
49.4,705.249,0.319471,9304.43
49.45,705.248,0.315245,9304.44
49.5,705.247,0.311074,9304.44
49.55,705.246,0.306959,9304.45
49.6,705.245,0.302899,9304.45
49.65,705.244,0.298892,9304.46
49.7,705.243,0.294938,9304.46
49.75,705.242,0.291037,9304.47
49.8,705.241,0.287187,9304.47
49.85,705.24,0.283388,9304.48
49.9,705.239,0.279639,9304.48
49.95,705.238,0.27594,9304.49
50,705.237,0.27229,9304.49
50.05,705.236,0.268688,9304.5
50.1,705.235,0.265133,9304.5
50.15,705.234,0.261626,9304.5
50.2,705.234,0.258165,9304.51
50.25,705.233,0.25475,9304.51
50.3,705.232,0.25138,9304.52
50.35,705.231,0.248055,9304.52
50.4,705.23,0.244773,9304.53
50.45,705.229,0.241535,9304.53
50.5,705.229,0.23834,9304.53
50.55,705.228,0.235187,9304.54
50.6,705.227,0.232076,9304.54
50.65,705.226,0.229006,9304.54
50.7,705.225,0.225977,9304.55
50.75,705.225,0.222988,9304.55
50.8,705.224,0.220038,9304.56
50.85,705.223,0.217127,9304.56
50.9,705.222,0.214255,9304.56
50.95,705.222,0.211421,9304.57
51,705.221,0.208624,9304.57
51.05,705.22,0.205864,9304.57
51.1,705.22,0.203141,9304.58
51.15,705.219,0.200454,9304.58
51.2,705.218,0.197802,9304.58
51.25,705.218,0.195185,9304.59
51.3,705.217,0.192603,9304.59
51.35,705.216,0.190055,9304.59
51.4,705.216,0.187541,9304.6
51.45,705.215,0.18506,9304.6
51.5,705.215,0.182612,9304.6
51.55,705.214,0.180197,9304.61
51.6,705.213,0.177813,9304.61
51.65,705.213,0.175461,9304.61
51.7,705.212,0.17314,9304.61
51.75,705.212,0.170849,9304.62
51.8,705.211,0.168589,9304.62
51.85,705.21,0.166359,9304.62
51.9,705.21,0.164158,9304.63
51.95,705.209,0.161987,9304.63
52,705.209,0.159844,9304.63
52.05,705.208,0.157729,9304.63
52.1,705.208,0.155643,9304.64
52.15,705.207,0.153584,9304.64
52.2,705.207,0.151552,9304.64
52.25,705.206,0.149548,9304.64
52.3,705.206,0.147569,9304.65
52.35,705.205,0.145617,9304.65
52.4,705.205,0.143691,9304.65
52.45,705.204,0.14179,9304.65
52.5,705.204,0.139914,9304.66
52.55,705.203,0.138064,9304.66
52.6,705.203,0.136237,9304.66
52.65,705.202,0.134435,9304.66
52.7,705.202,0.132657,9304.67
52.75,705.202,0.130902,9304.67
52.8,705.201,0.12917,9304.67
52.85,705.201,0.127461,9304.67
52.9,705.2,0.125775,9304.67
52.95,705.2,0.124111,9304.68
53,705.199,0.12247,9304.68
53.05,705.199,0.120849,9304.68
53.1,705.199,0.119251,9304.68
53.15,705.198,0.117673,9304.68
53.2,705.198,0.116117,9304.69
53.25,705.197,0.114581,9304.69
53.3,705.197,0.113065,9304.69
53.35,705.197,0.111569,9304.69
53.4,705.196,0.110093,9304.69
53.45,705.196,0.108637,9304.7
53.5,705.196,0.1072,9304.7
53.55,705.195,0.105782,9304.7
53.6,705.195,0.104382,9304.7
53.65,705.194,0.103002,9304.7
53.7,705.194,0.101639,9304.7
53.75,705.194,0.100294,9304.71
53.8,705.193,0.0989677,9304.71
53.85,705.193,0.0976585,9304.71
53.9,705.193,0.0963666,9304.71
53.95,705.193,0.0950918,9304.71
54,705.192,0.0938339,9304.71
54.05,705.192,0.0925926,9304.72
54.1,705.192,0.0913677,9304.72
54.15,705.191,0.0901591,9304.72
54.2,705.191,0.0889664,9304.72
54.25,705.191,0.0877895,9304.72
54.3,705.19,0.0866282,9304.72
54.35,705.19,0.0854822,9304.72
54.4,705.19,0.0843514,9304.73
54.45,705.19,0.0832356,9304.73
54.5,705.189,0.0821345,9304.73
54.55,705.189,0.0810479,9304.73
54.6,705.189,0.0799758,9304.73
54.65,705.188,0.0789178,9304.73
54.7,705.188,0.0778739,9304.73
54.75,705.188,0.0768437,9304.74
54.8,705.188,0.0758272,9304.74
54.85,705.187,0.0748241,9304.74
54.9,705.187,0.0738343,9304.74
54.95,705.187,0.0728575,9304.74
55,705.187,0.0718937,9304.74
55.05,705.186,0.0709427,9304.74
55.1,705.186,0.0700042,9304.74
55.15,705.186,0.0690782,9304.74
55.2,705.186,0.0681644,9304.75
55.25,705.186,0.0672626,9304.75
55.3,705.185,0.0663728,9304.75
55.35,705.185,0.0654948,9304.75
55.4,705.185,0.0646284,9304.75
55.45,705.185,0.0637735,9304.75
55.5,705.184,0.0629298,9304.75
55.55,705.184,0.0620974,9304.75
55.6,705.184,0.0612759,9304.75
55.65,705.184,0.0604653,9304.76
55.7,705.184,0.0596654,9304.76
55.75,705.183,0.0588762,9304.76
55.8,705.183,0.0580973,9304.76
55.85,705.183,0.0573288,9304.76
55.9,705.183,0.0565704,9304.76
55.95,705.183,0.055822,9304.76
56,705.182,0.0550836,9304.76
56.05,705.182,0.0543549,9304.76
56.1,705.182,0.0536359,9304.76
56.15,705.182,0.0529263,9304.77
56.2,705.182,0.0522262,9304.77
56.25,705.182,0.0515353,9304.77
56.3,705.181,0.0508536,9304.77
56.35,705.181,0.0501809,9304.77
56.4,705.181,0.049517,9304.77
56.45,705.181,0.048862,9304.77
56.5,705.181,0.0482156,9304.77
56.55,705.181,0.0475778,9304.77
56.6,705.18,0.0469484,9304.77
56.65,705.18,0.0463273,9304.77
56.7,705.18,0.0457145,9304.77
56.75,705.18,0.0451097,9304.77
56.8,705.18,0.044513,9304.78
56.85,705.18,0.0439242,9304.78
56.9,705.179,0.0433431,9304.78
56.95,705.179,0.0427697,9304.78
57,705.179,0.042204,9304.78
57.05,705.179,0.0416457,9304.78
57.1,705.179,0.0410947,9304.78
57.15,705.179,0.0405511,9304.78
57.2,705.179,0.0400147,9304.78
57.25,705.179,0.0394853,9304.78
57.3,705.178,0.038963,9304.78
57.35,705.178,0.0384476,9304.78
57.4,705.178,0.037939,9304.78
57.45,705.178,0.0374371,9304.78
57.5,705.178,0.0369418,9304.79
57.55,705.178,0.0364532,9304.79
57.6,705.178,0.0359709,9304.79
57.65,705.178,0.0354951,9304.79
57.7,705.177,0.0350255,9304.79
57.75,705.177,0.0345622,9304.79
57.8,705.177,0.034105,9304.79
57.85,705.177,0.0336538,9304.79
57.9,705.177,0.0332086,9304.79
57.95,705.177,0.0327693,9304.79
58,705.177,0.0323358,9304.79
58.05,705.177,0.0319081,9304.79
58.1,705.177,0.031486,9304.79
58.15,705.176,0.0310695,9304.79
58.2,705.176,0.0306584,9304.79
58.25,705.176,0.0302529,9304.79
58.3,705.176,0.0298527,9304.79
58.35,705.176,0.0294578,9304.79
58.4,705.176,0.0290681,9304.8
58.45,705.176,0.0286835,9304.8
58.5,705.176,0.0283041,9304.8
58.55,705.176,0.0279297,9304.8
58.6,705.176,0.0275602,9304.8
58.65,705.175,0.0271956,9304.8
58.7,705.175,0.0268359,9304.8
58.75,705.175,0.0264809,9304.8
58.8,705.175,0.0261306,9304.8
58.85,705.175,0.0257849,9304.8
58.9,705.175,0.0254438,9304.8
58.95,705.175,0.0251072,9304.8
59,705.175,0.0247751,9304.8
59.05,705.175,0.0244473,9304.8
59.1,705.175,0.0241239,9304.8
59.15,705.175,0.0238048,9304.8
59.2,705.174,0.0234899,9304.8
59.25,705.174,0.0231791,9304.8
59.3,705.174,0.0228725,9304.8
59.35,705.174,0.0225699,9304.8
59.4,705.174,0.0222714,9304.8
59.45,705.174,0.0219768,9304.8
59.5,705.174,0.021686,9304.8
59.55,705.174,0.0213992,9304.8
59.6,705.174,0.0211161,9304.8
59.65,705.174,0.0208367,9304.81
59.7,705.174,0.0205611,9304.81
59.75,705.174,0.0202891,9304.81
59.8,705.174,0.0200207,9304.81
59.85,705.174,0.0197559,9304.81
59.9,705.173,0.0194945,9304.81
59.95,705.173,0.0192366,9304.81
60,705.173,0.0189821,9304.81
60.05,705.173,0.018731,9304.81
60.1,705.173,0.0184833,9304.81
60.15,705.173,0.0182387,9304.81
60.2,705.173,0.0179975,9304.81
60.25,705.173,0.0177594,9304.81
60.3,705.173,0.0175245,9304.81
60.35,705.173,0.0172926,9304.81
60.4,705.173,0.0170639,9304.81
60.45,705.173,0.0168381,9304.81
60.5,705.173,0.0166154,9304.81
60.55,705.173,0.0163956,9304.81
60.6,705.173,0.0161787,9304.81
60.65,705.173,0.0159647,9304.81
60.7,705.173,0.0157535,9304.81
60.75,705.172,0.0155451,9304.81
60.8,705.172,0.0153395,9304.81
60.85,705.172,0.0151365,9304.81
60.9,705.172,0.0149363,9304.81
60.95,705.172,0.0147387,9304.81
61,705.172,0.0145437,9304.81
61.05,705.172,0.0143513,9304.81
61.1,705.172,0.0141615,9304.81
61.15,705.172,0.0139742,9304.81
61.2,705.172,0.0137893,9304.81
61.25,705.172,0.0136069,9304.81
61.3,705.172,0.0134269,9304.81
61.35,705.172,0.0132493,9304.81
61.4,705.172,0.013074,9304.82
61.45,705.172,0.012901,9304.82
61.5,705.172,0.0127304,9304.82
61.55,705.172,0.012562,9304.82
61.6,705.172,0.0123958,9304.82
61.65,705.172,0.0122318,9304.82
61.7,705.172,0.01207,9304.82
61.75,705.172,0.0119103,9304.82
61.8,705.172,0.0117528,9304.82
61.85,705.172,0.0115973,9304.82
61.9,705.171,0.0114439,9304.82
61.95,705.171,0.0112925,9304.82
62,705.171,0.0111431,9304.82
62.05,705.171,0.0109957,9304.82
62.1,705.171,0.0108502,9304.82
62.15,705.171,0.0107067,9304.82
62.2,705.171,0.0105651,9304.82
62.25,705.171,0.0104253,9304.82
62.3,705.171,0.0102874,9304.82
62.35,705.171,0.0101513,9304.82
62.4,705.171,0.010017,9304.82
62.45,705.171,0.00988451,9304.82
62.5,705.171,0.00975376,9304.82
62.55,705.171,0.00962473,9304.82
62.6,705.171,0.0094974,9304.82
62.65,705.171,0.00937177,9304.82
62.7,705.171,0.00924779,9304.82
62.75,705.171,0.00912545,9304.82
62.8,705.171,0.00900474,9304.82
62.85,705.171,0.00888562,9304.82
62.9,705.171,0.00876807,9304.82
62.95,705.171,0.00865208,9304.82
63,705.171,0.00853763,9304.82
63.05,705.171,0.00842468,9304.82
63.1,705.171,0.00831324,9304.82
63.15,705.171,0.00820326,9304.82
63.2,705.171,0.00809475,9304.82
63.25,705.171,0.00798766,9304.82
63.3,705.171,0.007882,9304.82
63.35,705.171,0.00777773,9304.82
63.4,705.171,0.00767484,9304.82
63.45,705.17,0.00757331,9304.82
63.5,705.17,0.00747313,9304.82
63.55,705.17,0.00737427,9304.82
63.6,705.17,0.00727672,9304.82
63.65,705.17,0.00718046,9304.82
63.7,705.17,0.00708547,9304.82
63.75,705.17,0.00699174,9304.82
63.8,705.17,0.00689924,9304.82
63.85,705.17,0.00680798,9304.82
63.9,705.17,0.00671792,9304.82
63.95,705.17,0.00662905,9304.82
64,705.17,0.00654135,9304.82
64.05,705.17,0.00645482,9304.82
64.1,705.17,0.00636943,9304.82
64.15,705.17,0.00628517,9304.82
64.2,705.17,0.00620203,9304.82
64.25,705.17,0.00611998,9304.82
64.3,705.17,0.00603902,9304.82
64.35,705.17,0.00595914,9304.82
64.4,705.17,0.00588031,9304.82
64.45,705.17,0.00580252,9304.82
64.5,705.17,0.00572576,9304.82
64.55,705.17,0.00565001,9304.82
64.6,705.17,0.00557527,9304.82
64.65,705.17,0.00550152,9304.82
64.7,705.17,0.00542874,9304.82
64.75,705.17,0.00535692,9304.82
64.8,705.17,0.00528606,9304.82
64.85,705.17,0.00521613,9304.82
64.9,705.17,0.00514713,9304.82
64.95,705.17,0.00507904,9304.83
65,705.17,0.00501185,9304.83
65.05,705.17,0.00494555,9304.83
65.1,705.17,0.00488013,9304.83
65.15,705.17,0.00481557,9304.83
65.2,705.17,0.00475187,9304.83
65.25,705.17,0.00468901,9304.83
65.3,705.17,0.00462698,9304.83
65.35,705.17,0.00456577,9304.83
65.4,705.17,0.00450537,9304.83
65.45,705.17,0.00444577,9304.83
65.5,705.17,0.00438696,9304.83
65.55,705.17,0.00432892,9304.83
65.6,705.17,0.00427166,9304.83
65.65,705.17,0.00421515,9304.83
65.7,705.17,0.00415939,9304.83
65.75,705.17,0.00410437,9304.83
65.8,705.17,0.00405007,9304.83
65.85,705.17,0.00399649,9304.83
65.9,705.17,0.00394363,9304.83
65.95,705.17,0.00389146,9304.83
66,705.17,0.00383998,9304.83
66.05,705.17,0.00378918,9304.83
66.1,705.17,0.00373905,9304.83
66.15,705.17,0.00368959,9304.83
66.2,705.169,0.00364078,9304.83
66.25,705.169,0.00359262,9304.83
66.3,705.169,0.00354509,9304.83
66.35,705.169,0.0034982,9304.83
66.4,705.169,0.00345192,9304.83
66.45,705.169,0.00340626,9304.83
66.5,705.169,0.0033612,9304.83
66.55,705.169,0.00331673,9304.83
66.6,705.169,0.00327286,9304.83
66.65,705.169,0.00322956,9304.83
66.7,705.169,0.00318684,9304.83
66.75,705.169,0.00314468,9304.83
66.8,705.169,0.00310308,9304.83
66.85,705.169,0.00306203,9304.83
66.9,705.169,0.00302152,9304.83
66.95,705.169,0.00298155,9304.83
67,705.169,0.00294211,9304.83
67.05,705.169,0.00290319,9304.83
67.1,705.169,0.00286479,9304.83
67.15,705.169,0.00282689,9304.83
67.2,705.169,0.00278949,9304.83
67.25,705.169,0.00275259,9304.83
67.3,705.169,0.00271618,9304.83
67.35,705.169,0.00268025,9304.83
67.4,705.169,0.00264479,9304.83
67.45,705.169,0.0026098,9304.83
67.5,705.169,0.00257528,9304.83
67.55,705.169,0.00254121,9304.83
67.6,705.169,0.0025076,9304.83
67.65,705.169,0.00247442,9304.83
67.7,705.169,0.00244169,9304.83
67.75,705.169,0.00240939,9304.83
67.8,705.169,0.00237752,9304.83
67.85,705.169,0.00234607,9304.83
67.9,705.169,0.00231503,9304.83
67.95,705.169,0.0022844,9304.83
68,705.169,0.00225419,9304.83
68.05,705.169,0.00222437,9304.83
68.1,705.169,0.00219494,9304.83
68.15,705.169,0.0021659,9304.83
68.2,705.169,0.00213725,9304.83
68.25,705.169,0.00210898,9304.83
68.3,705.169,0.00208108,9304.83
68.35,705.169,0.00205355,9304.83
68.4,705.169,0.00202638,9304.83
68.45,705.169,0.00199958,9304.83
68.5,705.169,0.00197313,9304.83
68.55,705.169,0.00194702,9304.83
68.6,705.169,0.00192127,9304.83
68.65,705.169,0.00189585,9304.83
68.7,705.169,0.00187077,9304.83
68.75,705.169,0.00184602,9304.83
68.8,705.169,0.0018216,9304.83
68.85,705.169,0.00179751,9304.83
68.9,705.169,0.00177373,9304.83
68.95,705.169,0.00175026,9304.83
69,705.169,0.00172711,9304.83
69.05,705.169,0.00170426,9304.83
69.1,705.169,0.00168172,9304.83
69.15,705.169,0.00165947,9304.83
69.2,705.169,0.00163752,9304.83
69.25,705.169,0.00161586,9304.83
69.3,705.169,0.00159448,9304.83
69.35,705.169,0.00157339,9304.83
69.4,705.169,0.00155257,9304.83
69.45,705.169,0.00153204,9304.83
69.5,705.169,0.00151177,9304.83
69.55,705.169,0.00149177,9304.83
69.6,705.169,0.00147204,9304.83
69.65,705.169,0.00145256,9304.83
69.7,705.169,0.00143335,9304.83
69.75,705.169,0.00141439,9304.83
69.8,705.169,0.00139568,9304.83
69.85,705.169,0.00137721,9304.83
69.9,705.169,0.00135899,9304.83
69.95,705.169,0.00134102,9304.83
70,705.169,0.00132328,9304.83
70.05,705.169,0.00130577,9304.83
70.1,705.169,0.0012885,9304.83
70.15,705.169,0.00127145,9304.83
70.2,705.169,0.00125463,9304.83
70.25,705.169,0.00123804,9304.83
70.3,705.169,0.00122166,9304.83
70.35,705.169,0.0012055,9304.83
70.4,705.169,0.00118955,9304.83
70.45,705.169,0.00117381,9304.83
70.5,705.169,0.00115829,9304.83
70.55,705.169,0.00114296,9304.83
70.6,705.169,0.00112784,9304.83
70.65,705.169,0.00111292,9304.83
70.7,705.169,0.0010982,9304.83
70.75,705.169,0.00108367,9304.83
70.8,705.169,0.00106934,9304.83
70.85,705.169,0.00105519,9304.83
70.9,705.169,0.00104123,9304.83
70.95,705.169,0.00102746,9304.83
71,705.169,0.00101387,9304.83
71.05,705.169,0.00100045,9304.83
71.1,705.169,0.00098722,9304.83
71.15,705.169,0.000974161,9304.83
71.2,705.169,0.000961274,9304.83
71.25,705.169,0.000948557,9304.83
71.3,705.169,0.000936009,9304.83
71.35,705.169,0.000923627,9304.83
71.4,705.169,0.000911409,9304.83
71.45,705.169,0.000899352,9304.83
71.5,705.169,0.000887455,9304.83
71.55,705.169,0.000875715,9304.83
71.6,705.169,0.00086413,9304.83
71.65,705.169,0.000852699,9304.83
71.7,705.169,0.000841419,9304.83
71.75,705.169,0.000830288,9304.83
71.8,705.169,0.000819305,9304.83
71.85,705.169,0.000808466,9304.83
71.9,705.169,0.000797771,9304.83
71.95,705.169,0.000787218,9304.83
72,705.169,0.000776804,9304.83
72.05,705.169,0.000766528,9304.83
72.1,705.169,0.000756388,9304.83
72.15,705.169,0.000746382,9304.83
72.2,705.169,0.000736508,9304.83
72.25,705.169,0.000726765,9304.83
72.3,705.169,0.000717151,9304.83
72.35,705.169,0.000707664,9304.83
72.4,705.169,0.000698303,9304.83
72.45,705.169,0.000689065,9304.83
72.5,705.169,0.00067995,9304.83
72.55,705.169,0.000670955,9304.83
72.6,705.169,0.000662079,9304.83
72.65,705.169,0.00065332,9304.83
72.7,705.169,0.000644678,9304.83
72.75,705.169,0.00063615,9304.83
72.8,705.169,0.000627734,9304.83
72.85,705.169,0.00061943,9304.83
72.9,705.169,0.000611236,9304.83
72.95,705.169,0.00060315,9304.83
73,705.169,0.000595171,9304.83
73.05,705.169,0.000587298,9304.83
73.1,705.169,0.000579529,9304.83
73.15,705.169,0.000571862,9304.83
73.2,705.169,0.000564297,9304.83
73.25,705.169,0.000556832,9304.83
73.3,705.169,0.000549466,9304.83
73.35,705.169,0.000542198,9304.83
73.4,705.169,0.000535025,9304.83
73.45,705.169,0.000527947,9304.83
73.5,705.169,0.000520963,9304.83
73.55,705.169,0.000514072,9304.83
73.6,705.169,0.000507271,9304.83
73.65,705.169,0.000500561,9304.83
73.7,705.169,0.000493939,9304.83
73.75,705.169,0.000487405,9304.83
73.8,705.169,0.000480957,9304.83
73.85,705.169,0.000474595,9304.83
73.9,705.169,0.000468316,9304.83
73.95,705.169,0.000462121,9304.83
74,705.169,0.000456008,9304.83
74.05,705.169,0.000449976,9304.83
74.1,705.169,0.000444023,9304.83
74.15,705.169,0.000438149,9304.83
74.2,705.169,0.000432353,9304.83
74.25,705.169,0.000426634,9304.83
74.3,705.169,0.00042099,9304.83
74.35,705.169,0.000415421,9304.83
74.4,705.169,0.000409925,9304.83
74.45,705.169,0.000404502,9304.83
74.5,705.169,0.000399151,9304.83
74.55,705.169,0.000393871,9304.83
74.6,705.169,0.000388661,9304.83
74.65,705.169,0.000383519,9304.83
74.7,705.169,0.000378446,9304.83
74.75,705.169,0.000373439,9304.83
74.8,705.169,0.000368499,9304.83
74.85,705.169,0.000363625,9304.83
74.9,705.169,0.000358814,9304.83
74.95,705.169,0.000354068,9304.83
75,705.169,0.000349384,9304.83
75.05,705.169,0.000344762,9304.83
75.1,705.169,0.000340201,9304.83
75.15,705.169,0.000335701,9304.83
75.2,705.169,0.00033126,9304.83
75.25,705.169,0.000326878,9304.83
75.3,705.169,0.000322554,9304.83
75.35,705.169,0.000318287,9304.83
75.4,705.169,0.000314076,9304.83
75.45,705.169,0.000309921,9304.83
75.5,705.169,0.000305822,9304.83
75.55,705.169,0.000301776,9304.83
75.6,705.169,0.000297784,9304.83
75.65,705.169,0.000293845,9304.83
75.7,705.169,0.000289957,9304.83
75.75,705.169,0.000286122,9304.83
75.8,705.169,0.000282337,9304.83
75.85,705.169,0.000278602,9304.83
75.9,705.169,0.000274916,9304.83
75.95,705.169,0.000271279,9304.83
76,705.169,0.000267691,9304.83
76.05,705.169,0.00026415,9304.83
76.1,705.169,0.000260655,9304.83
76.15,705.169,0.000257207,9304.83
76.2,705.169,0.000253805,9304.83
76.25,705.169,0.000250447,9304.83
76.3,705.169,0.000247134,9304.83
76.35,705.169,0.000243865,9304.83
76.4,705.169,0.000240639,9304.83
76.45,705.169,0.000237455,9304.83
76.5,705.169,0.000234314,9304.83
76.55,705.169,0.000231214,9304.83
76.6,705.169,0.000228156,9304.83
76.65,705.169,0.000225138,9304.83
76.7,705.169,0.000222159,9304.83
76.75,705.169,0.00021922,9304.83
76.8,705.169,0.00021632,9304.83
76.85,705.169,0.000213459,9304.83
76.9,705.169,0.000210635,9304.83
