time, S, I, R, M0, M1
121.85,710.374,-0.000674051,9279.03,0,0
121.9,710.374,-0.000665151,9279.03,0,0
121.95,710.374,-0.000656368,9279.03,0,0
122,710.374,-0.000647701,9279.03,0,0
122.05,710.374,-0.000639149,9279.03,0,0
122.1,710.374,-0.000630709,9279.03,0,0
122.15,710.374,-0.000622381,9279.03,0,0
122.2,710.374,-0.000614163,9279.03,0,0
122.25,710.374,-0.000606053,9279.03,0,0
122.3,710.374,-0.000598051,9279.03,0,0
122.35,710.374,-0.000590154,9279.03,0,0
122.4,710.374,-0.000582362,9279.03,0,0
122.45,710.374,-0.000574672,9279.03,0,0
122.5,710.374,-0.000567084,9279.03,0,0
122.55,710.374,-0.000559596,9279.03,0,0
122.6,710.374,-0.000552207,9279.03,0,0
122.65,710.374,-0.000544915,9279.03,0,0
122.7,710.374,-0.00053772,9279.03,0,0
122.75,710.374,-0.00053062,9279.03,0,0
122.8,710.374,-0.000523613,9279.03,0,0
122.85,710.374,-0.000516699,9279.03,0,0
122.9,710.374,-0.000509877,9279.03,0,0
122.95,710.374,-0.000503144,9279.03,0,0
123,710.374,-0.000496501,9279.03,0,0
123.05,710.374,-0.000489945,9279.03,0,0
123.1,710.374,-0.000483475,9279.03,0,0
123.15,710.374,-0.000477091,9279.03,0,0
123.2,710.374,-0.000470792,9279.03,0,0
123.25,710.374,-0.000464575,9279.03,0,0
123.3,710.374,-0.000458441,9279.03,0,0
123.35,710.374,-0.000452388,9279.03,0,0
123.4,710.374,-0.000446414,9279.03,0,0
123.45,710.374,-0.00044052,9279.03,0,0
123.5,710.374,-0.000434703,9279.03,0,0
123.55,710.374,-0.000428963,9279.03,0,0
123.6,710.374,-0.000423299,9279.03,0,0
123.65,710.374,-0.000417709,9279.03,0,0
123.7,710.374,-0.000412194,9279.03,0,0
123.75,710.374,-0.000406751,9279.03,0,0
123.8,710.374,-0.00040138,9279.03,0,0
123.85,710.374,-0.00039608,9279.03,0,0
123.9,710.374,-0.00039085,9279.03,0,0
123.95,710.374,-0.000385689,9279.03,0,0
124,710.374,-0.000380597,9279.03,0,0
124.05,710.374,-0.000375571,9279.03,0,0
124.1,710.374,-0.000370612,9279.03,0,0
124.15,710.374,-0.000365718,9279.03,0,0
124.2,710.374,-0.000360889,9279.03,0,0
124.25,710.374,-0.000356124,9279.03,0,0
124.3,710.374,-0.000351422,9279.03,0,0
124.35,710.374,-0.000346781,9279.03,0,0
124.4,710.374,-0.000342202,9279.03,0,0
124.45,710.374,-0.000337684,9279.03,0,0
124.5,710.374,-0.000333225,9279.03,0,0
124.55,710.374,-0.000328825,9279.03,0,0
124.6,710.374,-0.000324483,9279.03,0,0
124.65,710.374,-0.000320199,9279.03,0,0
124.7,710.374,-0.000315971,9279.03,0,0
124.75,710.374,-0.000311798,9279.03,0,0
124.8,710.374,-0.000307681,9279.03,0,0
124.85,710.374,-0.000303619,9279.03,0,0
124.9,710.374,-0.00029961,9279.03,0,0
124.95,710.374,-0.000295653,9279.03,0,0
125,710.374,-0.00029175,9279.03,0,0
125.05,710.374,-0.000287897,9279.03,0,0
125.1,710.374,-0.000284096,9279.03,0,0
125.15,710.374,-0.000280344,9279.03,0,0
125.2,710.374,-0.000276643,9279.03,0,0
125.25,710.374,-0.00027299,9279.03,0,0
125.3,710.374,-0.000269385,9279.03,0,0
125.35,710.374,-0.000265828,9279.03,0,0
125.4,710.374,-0.000262318,9279.03,0,0
125.45,710.374,-0.000258854,9279.03,0,0
125.5,710.374,-0.000255436,9279.03,0,0
125.55,710.374,-0.000252064,9279.03,0,0
125.6,710.374,-0.000248735,9279.03,0,0
125.65,710.374,-0.000245451,9279.03,0,0
125.7,710.374,-0.00024221,9279.03,0,0
125.75,710.374,-0.000239012,9279.03,0,0
125.8,710.374,-0.000235856,9279.03,0,0
125.85,710.374,-0.000232741,9279.03,0,0
125.9,710.374,-0.000229668,9279.03,0,0
125.95,710.374,-0.000226636,9279.03,0,0
126,710.374,-0.000223643,9279.03,0,0
126.05,710.374,-0.00022069,9279.03,0,0
126.1,710.374,-0.000217776,9279.03,0,0
126.15,710.374,-0.0002149,9279.03,0,0
126.2,710.374,-0.000212063,9279.03,0,0
126.25,710.374,-0.000209263,9279.03,0,0
126.3,710.374,-0.000206499,9279.03,0,0
126.35,710.374,-0.000203773,9279.03,0,0
126.4,710.374,-0.000201082,9279.03,0,0
126.45,710.374,-0.000198427,9279.03,0,0
126.5,710.374,-0.000195807,9279.03,0,0
126.55,710.374,-0.000193221,9279.03,0,0
126.6,710.374,-0.00019067,9279.03,0,0
126.65,710.374,-0.000188152,9279.03,0,0
126.7,710.374,-0.000185668,9279.03,0,0
126.75,710.374,-0.000183216,9279.03,0,0
126.8,710.374,-0.000180797,9279.03,0,0
126.85,710.374,-0.00017841,9279.03,0,0
126.9,710.374,-0.000176054,9279.03,0,0
126.95,710.374,-0.000173729,9279.03,0,0
127,710.374,-0.000171435,9279.03,0,0
127.05,710.374,-0.000169172,9279.03,0,0
127.1,710.374,-0.000166938,9279.03,0,0
127.15,710.374,-0.000164734,9279.03,0,0
127.2,710.374,-0.000162558,9279.03,0,0
127.25,710.374,-0.000160412,9279.03,0,0
127.3,710.374,-0.000158294,9279.03,0,0
127.35,710.374,-0.000156204,9279.03,0,0
127.4,710.374,-0.000154141,9279.03,0,0
127.45,710.374,-0.000152106,9279.03,0,0
127.5,710.374,-0.000150097,9279.03,0,0
127.55,710.374,-0.000148115,9279.03,0,0
127.6,710.374,-0.00014616,9279.03,0,0
127.65,710.374,-0.00014423,9279.03,0,0
127.7,710.374,-0.000142325,9279.03,0,0
127.75,710.374,-0.000140446,9279.03,0,0
127.8,710.374,-0.000138592,9279.03,0,0
127.85,710.374,-0.000136762,9279.03,0,0
127.9,710.374,-0.000134956,9279.03,0,0
127.95,710.374,-0.000133174,9279.03,0,0
128,710.374,-0.000131415,9279.03,0,0
128.05,710.374,-0.00012968,9279.03,0,0
128.1,710.374,-0.000127968,9279.03,0,0
128.15,710.374,-0.000126278,9279.03,0,0
128.2,710.374,-0.000124611,9279.03,0,0
128.25,710.374,-0.000122965,9279.03,0,0
128.3,710.374,-0.000121342,9279.03,0,0
128.35,710.374,-0.000119739,9279.03,0,0
128.4,710.374,-0.000118158,9279.03,0,0
128.45,710.374,-0.000116598,9279.03,0,0
128.5,710.374,-0.000115058,9279.03,0,0
128.55,710.374,-0.000113539,9279.03,0,0
128.6,710.374,-0.00011204,9279.03,0,0
128.65,710.374,-0.000110561,9279.03,0,0
128.7,710.374,-0.000109101,9279.03,0,0
128.75,710.374,-0.00010766,9279.03,0,0
128.8,710.374,-0.000106239,9279.03,0,0
128.85,710.374,-0.000104836,9279.03,0,0
128.9,710.374,-0.000103451,9279.03,0,0
128.95,710.374,-0.000102085,9279.03,0,0
129,710.374,-0.000100737,9279.03,0,0
129.05,710.374,-9.94073e-05,9279.03,0,0
129.1,710.374,-9.80947e-05,9279.03,0,0
129.15,710.374,-9.67994e-05,9279.03,0,0
129.2,710.374,-9.55213e-05,9279.03,0,0
129.25,710.374,-9.426e-05,9279.03,0,0
129.3,710.374,-9.30153e-05,9279.03,0,0
129.35,710.374,-9.17871e-05,9279.03,0,0
129.4,710.374,-9.05752e-05,9279.03,0,0
129.45,710.374,-8.93792e-05,9279.03,0,0
129.5,710.374,-8.8199e-05,9279.03,0,0
129.55,710.374,-8.70344e-05,9279.03,0,0
129.6,710.374,-8.58852e-05,9279.03,0,0
129.65,710.374,-8.47511e-05,9279.03,0,0
129.7,710.374,-8.3632e-05,9279.03,0,0
129.75,710.374,-8.25277e-05,9279.03,0,0
129.8,710.374,-8.1438e-05,9279.03,0,0
129.85,710.374,-8.03627e-05,9279.03,0,0
129.9,710.374,-7.93016e-05,9279.03,0,0
129.95,710.374,-7.82544e-05,9279.03,0,0
130,710.374,-7.72211e-05,9279.03,0,0
130.05,710.374,-7.62015e-05,9279.03,0,0
130.1,710.374,-7.51953e-05,9279.03,0,0
130.15,710.374,-7.42024e-05,9279.03,0,0
130.2,710.374,-7.32226e-05,9279.03,0,0
130.25,710.374,-7.22558e-05,9279.03,0,0
130.3,710.374,-7.13017e-05,9279.03,0,0
130.35,710.374,-7.03602e-05,9279.03,0,0
130.4,710.374,-6.94311e-05,9279.03,0,0
130.45,710.374,-6.85144e-05,9279.03,0,0
130.5,710.374,-6.76097e-05,9279.03,0,0
130.55,710.374,-6.67169e-05,9279.03,0,0
130.6,710.374,-6.5836e-05,9279.03,0,0
130.65,710.374,-6.49667e-05,9279.03,0,0
130.7,710.374,-6.41088e-05,9279.03,0,0
130.75,710.374,-6.32623e-05,9279.03,0,0
130.8,710.374,-6.2427e-05,9279.03,0,0
130.85,710.374,-6.16027e-05,9279.03,0,0
130.9,710.374,-6.07893e-05,9279.03,0,0
130.95,710.374,-5.99866e-05,9279.03,0,0
131,710.374,-5.91945e-05,9279.03,0,0
131.05,710.374,-5.84129e-05,9279.03,0,0
131.1,710.374,-5.76416e-05,9279.03,0,0
131.15,710.374,-5.68805e-05,9279.03,0,0
131.2,710.374,-5.61294e-05,9279.03,0,0
131.25,710.374,-5.53883e-05,9279.03,0,0
131.3,710.374,-5.46569e-05,9279.03,0,0
131.35,710.374,-5.39352e-05,9279.03,0,0
131.4,710.374,-5.3223e-05,9279.03,0,0
131.45,710.374,-5.25203e-05,9279.03,0,0
131.5,710.374,-5.18268e-05,9279.03,0,0
131.55,710.374,-5.11424e-05,9279.03,0,0
131.6,710.374,-5.04671e-05,9279.03,0,0
131.65,710.374,-4.98007e-05,9279.03,0,0
131.7,710.374,-4.91432e-05,9279.03,0,0
131.75,710.374,-4.84943e-05,9279.03,0,0
131.8,710.374,-4.78539e-05,9279.03,0,0
131.85,710.374,-4.72221e-05,9279.03,0,0
131.9,710.374,-4.65985e-05,9279.03,0,0
131.95,710.374,-4.59832e-05,9279.03,0,0
132,710.374,-4.5376e-05,9279.03,0,0
132.05,710.374,-4.47769e-05,9279.03,0,0
132.1,710.374,-4.41856e-05,9279.03,0,0
132.15,710.374,-4.36022e-05,9279.03,0,0
132.2,710.374,-4.30265e-05,9279.03,0,0
132.25,710.374,-4.24583e-05,9279.03,0,0
132.3,710.374,-4.18977e-05,9279.03,0,0
132.35,710.374,-4.13445e-05,9279.03,0,0
132.4,710.374,-4.07986e-05,9279.03,0,0
132.45,710.374,-4.02598e-05,9279.03,0,0
132.5,710.374,-3.97282e-05,9279.03,0,0
132.55,710.374,-3.92037e-05,9279.03,0,0
132.6,710.374,-3.8686e-05,9279.03,0,0
132.65,710.374,-3.81752e-05,9279.03,0,0
132.7,710.374,-3.76711e-05,9279.03,0,0
132.75,710.374,-3.71737e-05,9279.03,0,0
132.8,710.374,-3.66828e-05,9279.03,0,0
132.85,710.374,-3.61985e-05,9279.03,0,0
132.9,710.374,-3.57205e-05,9279.03,0,0
132.95,710.374,-3.52488e-05,9279.03,0,0
133,710.374,-3.47834e-05,9279.03,0,0
133.05,710.374,-3.43241e-05,9279.03,0,0
133.1,710.374,-3.38709e-05,9279.03,0,0
133.15,710.374,-3.34236e-05,9279.03,0,0
133.2,710.374,-3.29823e-05,9279.03,0,0
133.25,710.374,-3.25468e-05,9279.03,0,0
133.3,710.374,-3.2117e-05,9279.03,0,0
133.35,710.374,-3.1693e-05,9279.03,0,0
133.4,710.374,-3.12745e-05,9279.03,0,0
133.45,710.374,-3.08615e-05,9279.03,0,0
133.5,710.374,-3.0454e-05,9279.03,0,0
133.55,710.374,-3.00519e-05,9279.03,0,0
133.6,710.374,-2.96551e-05,9279.03,0,0
133.65,710.374,-2.92635e-05,9279.03,0,0
133.7,710.374,-2.88771e-05,9279.03,0,0
133.75,710.374,-2.84958e-05,9279.03,0,0
133.8,710.374,-2.81195e-05,9279.03,0,0
133.85,710.374,-2.77482e-05,9279.03,0,0
133.9,710.374,-2.73818e-05,9279.03,0,0
133.95,710.374,-2.70203e-05,9279.03,0,0
134,710.374,-2.66635e-05,9279.03,0,0
134.05,710.374,-2.63114e-05,9279.03,0,0
134.1,710.374,-2.5964e-05,9279.03,0,0
134.15,710.374,-2.56212e-05,9279.03,0,0
134.2,710.374,-2.52829e-05,9279.03,0,0
134.25,710.374,-2.4949e-05,9279.03,0,0
134.3,710.374,-2.46196e-05,9279.03,0,0
134.35,710.374,-2.42945e-05,9279.03,0,0
134.4,710.374,-2.39737e-05,9279.03,0,0
134.45,710.374,-2.36572e-05,9279.03,0,0
134.5,710.374,-2.33448e-05,9279.03,0,0
134.55,710.374,-2.30365e-05,9279.03,0,0
134.6,710.374,-2.27323e-05,9279.03,0,0
134.65,710.374,-2.24322e-05,9279.03,0,0
134.7,710.374,-2.2136e-05,9279.03,0,0
134.75,710.374,-2.18437e-05,9279.03,0,0
134.8,710.374,-2.15553e-05,9279.03,0,0
134.85,710.374,-2.12706e-05,9279.03,0,0
134.9,710.374,-2.09898e-05,9279.03,0,0
134.95,710.374,-2.07126e-05,9279.03,0,0
135,710.374,-2.04391e-05,9279.03,0,0
135.05,710.374,-2.01692e-05,9279.03,0,0
135.1,710.374,-1.99029e-05,9279.03,0,0
135.15,710.374,-1.96401e-05,9279.03,0,0
135.2,710.374,-1.93808e-05,9279.03,0,0
135.25,710.374,-1.91249e-05,9279.03,0,0
135.3,710.374,-1.88723e-05,9279.03,0,0
135.35,710.374,-1.86231e-05,9279.03,0,0
135.4,710.374,-1.83772e-05,9279.03,0,0
135.45,710.374,-1.81346e-05,9279.03,0,0
135.5,710.374,-1.78951e-05,9279.03,0,0
135.55,710.374,-1.76588e-05,9279.03,0,0
135.6,710.374,-1.74257e-05,9279.03,0,0
135.65,710.374,-1.71956e-05,9279.03,0,0
135.7,710.374,-1.69685e-05,9279.03,0,0
135.75,710.374,-1.67445e-05,9279.03,0,0
135.8,710.374,-1.65234e-05,9279.03,0,0
135.85,710.374,-1.63052e-05,9279.03,0,0
135.9,710.374,-1.60899e-05,9279.03,0,0
135.95,710.374,-1.58774e-05,9279.03,0,0
136,710.374,-1.56678e-05,9279.03,0,0
136.05,710.374,-1.54609e-05,9279.03,0,0
136.1,710.374,-1.52568e-05,9279.03,0,0
136.15,710.374,-1.50553e-05,9279.03,0,0
136.2,710.374,-1.48565e-05,9279.03,0,0
136.25,710.374,-1.46603e-05,9279.03,0,0
136.3,710.374,-1.44668e-05,9279.03,0,0
136.35,710.374,-1.42757e-05,9279.03,0,0
136.4,710.374,-1.40872e-05,9279.03,0,0
136.45,710.374,-1.39012e-05,9279.03,0,0
136.5,710.374,-1.37177e-05,9279.03,0,0
136.55,710.374,-1.35365e-05,9279.03,0,0
136.6,710.374,-1.33578e-05,9279.03,0,0
136.65,710.374,-1.31814e-05,9279.03,0,0
136.7,710.374,-1.30074e-05,9279.03,0,0
136.75,710.374,-1.28356e-05,9279.03,0,0
136.8,710.374,-1.26661e-05,9279.03,0,0
136.85,710.374,-1.24989e-05,9279.03,0,0
136.9,710.374,-1.23338e-05,9279.03,0,0
136.95,710.374,-1.2171e-05,9279.03,0,0
137,710.374,-1.20103e-05,9279.03,0,0
137.05,710.374,-1.18517e-05,9279.03,0,0
137.1,710.374,-1.16952e-05,9279.03,0,0
137.15,710.374,-1.15408e-05,9279.03,0,0
137.2,710.374,-1.13884e-05,9279.03,0,0
137.25,710.374,-1.1238e-05,9279.03,0,0
137.3,710.374,-1.10896e-05,9279.03,0,0
137.35,710.374,-1.09432e-05,9279.03,0,0
137.4,710.374,-1.07987e-05,9279.03,0,0
137.45,710.374,-1.06561e-05,9279.03,0,0
137.5,710.374,-1.05154e-05,9279.03,0,0
137.55,710.374,-1.03765e-05,9279.03,0,0
137.6,710.374,-1.02395e-05,9279.03,0,0
137.65,710.374,-1.01043e-05,9279.03,0,0
137.7,710.374,-9.9709e-06,9279.03,0,0
137.75,710.374,-9.83924e-06,9279.03,0,0
137.8,710.374,-9.70932e-06,9279.03,0,0
137.85,710.374,-9.58112e-06,9279.03,0,0
137.9,710.374,-9.45461e-06,9279.03,0,0
137.95,710.374,-9.32976e-06,9279.03,0,0
138,710.374,-9.20657e-06,9279.03,0,0
138.05,710.374,-9.08501e-06,9279.03,0,0
138.1,710.374,-8.96504e-06,9279.03,0,0
138.15,710.374,-8.84667e-06,9279.03,0,0
138.2,710.374,-8.72985e-06,9279.03,0,0
138.25,710.374,-8.61458e-06,9279.03,0,0
138.3,710.374,-8.50083e-06,9279.03,0,0
138.35,710.374,-8.38859e-06,9279.03,0,0
138.4,710.374,-8.27782e-06,9279.03,0,0
138.45,710.374,-8.16852e-06,9279.03,0,0
138.5,710.374,-8.06066e-06,9279.03,0,0
138.55,710.374,-7.95422e-06,9279.03,0,0
138.6,710.374,-7.84919e-06,9279.03,0,0
138.65,710.374,-7.74555e-06,9279.03,0,0
138.7,710.374,-7.64328e-06,9279.03,0,0
138.75,710.374,-7.54235e-06,9279.03,0,0
138.8,710.374,-7.44276e-06,9279.03,0,0
138.85,710.374,-7.34449e-06,9279.03,0,0
138.9,710.374,-7.24751e-06,9279.03,0,0
138.95,710.374,-7.15181e-06,9279.03,0,0
139,710.374,-7.05737e-06,9279.03,0,0
139.05,710.374,-6.96419e-06,9279.03,0,0
139.1,710.374,-6.87223e-06,9279.03,0,0
139.15,710.374,-6.78149e-06,9279.03,0,0
139.2,710.374,-6.69194e-06,9279.03,0,0
139.25,710.374,-6.60358e-06,9279.03,0,0
139.3,710.374,-6.51638e-06,9279.03,0,0
139.35,710.374,-6.43034e-06,9279.03,0,0
139.4,710.374,-6.34543e-06,9279.03,0,0
139.45,710.374,-6.26165e-06,9279.03,0,0
139.5,710.374,-6.17897e-06,9279.03,0,0
139.55,710.374,-6.09738e-06,9279.03,0,0
139.6,710.374,-6.01687e-06,9279.03,0,0
139.65,710.374,-5.93742e-06,9279.03,0,0
139.7,710.374,-5.85902e-06,9279.03,0,0
139.75,710.374,-5.78165e-06,9279.03,0,0
139.8,710.374,-5.70531e-06,9279.03,0,0
139.85,710.374,-5.62998e-06,9279.03,0,0
139.9,710.374,-5.55564e-06,9279.03,0,0
139.95,710.374,-5.48228e-06,9279.03,0,0
140,710.374,-5.40989e-06,9279.03,0,0
140.05,710.374,-5.33846e-06,9279.03,0,0
140.1,710.374,-5.26797e-06,9279.03,0,0
140.15,710.374,-5.19841e-06,9279.03,0,0
140.2,710.374,-5.12976e-06,9279.03,0,0
140.25,710.374,-5.06203e-06,9279.03,0,0
140.3,710.374,-4.99519e-06,9279.03,0,0
140.35,710.374,-4.92923e-06,9279.03,0,0
140.4,710.374,-4.86414e-06,9279.03,0,0
140.45,710.374,-4.79992e-06,9279.03,0,0
140.5,710.374,-4.73654e-06,9279.03,0,0
140.55,710.374,-4.67399e-06,9279.03,0,0
140.6,710.374,-4.61228e-06,9279.03,0,0
140.65,710.374,-4.55138e-06,9279.03,0,0
140.7,710.374,-4.49128e-06,9279.03,0,0
140.75,710.374,-4.43197e-06,9279.03,0,0
140.8,710.374,-4.37345e-06,9279.03,0,0
140.85,710.374,-4.31571e-06,9279.03,0,0
140.9,710.374,-4.25872e-06,9279.03,0,0
140.95,710.374,-4.20249e-06,9279.03,0,0
141,710.374,-4.147e-06,9279.03,0,0
141.05,710.374,-4.09224e-06,9279.03,0,0
141.1,710.374,-4.0382e-06,9279.03,0,0
141.15,710.374,-3.98488e-06,9279.03,0,0
141.2,710.374,-3.93226e-06,9279.03,0,0
141.25,710.374,-3.88034e-06,9279.03,0,0
141.3,710.374,-3.8291e-06,9279.03,0,0
141.35,710.374,-3.77854e-06,9279.03,0,0
141.4,710.374,-3.72865e-06,9279.03,0,0
141.45,710.374,-3.67942e-06,9279.03,0,0
141.5,710.374,-3.63083e-06,9279.03,0,0
141.55,710.374,-3.58289e-06,9279.03,0,0
141.6,710.374,-3.53558e-06,9279.03,0,0
141.65,710.374,-3.4889e-06,9279.03,0,0
141.7,710.374,-3.44283e-06,9279.03,0,0
141.75,710.374,-3.39737e-06,9279.03,0,0
141.8,710.374,-3.35251e-06,9279.03,0,0
141.85,710.374,-3.30824e-06,9279.03,0,0
141.9,710.374,-3.26456e-06,9279.03,0,0
141.95,710.374,-3.22145e-06,9279.03,0,0
142,710.374,-3.17891e-06,9279.03,0,0
142.05,710.374,-3.13694e-06,9279.03,0,0
142.1,710.374,-3.09552e-06,9279.03,0,0
142.15,710.374,-3.05464e-06,9279.03,0,0
142.2,710.374,-3.01431e-06,9279.03,0,0
142.25,710.374,-2.97451e-06,9279.03,0,0
142.3,710.374,-2.93523e-06,9279.03,0,0
142.35,710.374,-2.89647e-06,9279.03,0,0
142.4,710.374,-2.85823e-06,9279.03,0,0
142.45,710.374,-2.82049e-06,9279.03,0,0
142.5,710.374,-2.78324e-06,9279.03,0,0
142.55,710.374,-2.74649e-06,9279.03,0,0
142.6,710.374,-2.71023e-06,9279.03,0,0
142.65,710.374,-2.67444e-06,9279.03,0,0
142.7,710.374,-2.63913e-06,9279.03,0,0
142.75,710.374,-2.60428e-06,9279.03,0,0
142.8,710.374,-2.56989e-06,9279.03,0,0
142.85,710.374,-2.53596e-06,9279.03,0,0
142.9,710.374,-2.50247e-06,9279.03,0,0
142.95,710.374,-2.46943e-06,9279.03,0,0
143,710.374,-2.43682e-06,9279.03,0,0
143.05,710.374,-2.40465e-06,9279.03,0,0
143.1,710.374,-2.37289e-06,9279.03,0,0
143.15,710.374,-2.34156e-06,9279.03,0,0
143.2,710.374,-2.31064e-06,9279.03,0,0
143.25,710.374,-2.28013e-06,9279.03,0,0
143.3,710.374,-2.25003e-06,9279.03,0,0
143.35,710.374,-2.22032e-06,9279.03,0,0
143.4,710.374,-2.191e-06,9279.03,0,0
143.45,710.374,-2.16207e-06,9279.03,0,0
143.5,710.374,-2.13352e-06,9279.03,0,0
143.55,710.374,-2.10535e-06,9279.03,0,0
143.6,710.374,-2.07755e-06,9279.03,0,0
143.65,710.374,-2.05012e-06,9279.03,0,0
143.7,710.374,-2.02305e-06,9279.03,0,0
143.75,710.374,-1.99633e-06,9279.03,0,0
143.8,710.374,-1.96997e-06,9279.03,0,0
143.85,710.374,-1.94396e-06,9279.03,0,0
143.9,710.374,-1.91829e-06,9279.03,0,0
143.95,710.374,-1.89296e-06,9279.03,0,0
144,710.374,-1.86797e-06,9279.03,0,0
144.05,710.374,-1.8433e-06,9279.03,0,0
144.1,710.374,-1.81896e-06,9279.03,0,0
144.15,710.374,-1.79494e-06,9279.03,0,0
144.2,710.374,-1.77124e-06,9279.03,0,0
144.25,710.374,-1.74786e-06,9279.03,0,0
144.3,710.374,-1.72478e-06,9279.03,0,0
144.35,710.374,-1.702e-06,9279.03,0,0
144.4,710.374,-1.67953e-06,9279.03,0,0
144.45,710.374,-1.65735e-06,9279.03,0,0
144.5,710.374,-1.63547e-06,9279.03,0,0
144.55,710.374,-1.61387e-06,9279.03,0,0
144.6,710.374,-1.59256e-06,9279.03,0,0
144.65,710.374,-1.57153e-06,9279.03,0,0
144.7,710.374,-1.55078e-06,9279.03,0,0
144.75,710.374,-1.53031e-06,9279.03,0,0
144.8,710.374,-1.5101e-06,9279.03,0,0
144.85,710.374,-1.49016e-06,9279.03,0,0
144.9,710.374,-1.47048e-06,9279.03,0,0
144.95,710.374,-1.45107e-06,9279.03,0,0
145,710.374,-1.43191e-06,9279.03,0,0
145.05,710.374,-1.413e-06,9279.03,0,0
145.1,710.374,-1.39434e-06,9279.03,0,0
145.15,710.374,-1.37593e-06,9279.03,0,0
145.2,710.374,-1.35776e-06,9279.03,0,0
145.25,710.374,-1.33983e-06,9279.03,0,0
145.3,710.374,-1.32214e-06,9279.03,0,0
145.35,710.374,-1.30468e-06,9279.03,0,0
145.4,710.374,-1.28746e-06,9279.03,0,0
145.45,710.374,-1.27046e-06,9279.03,0,0
145.5,710.374,-1.25368e-06,9279.03,0,0
145.55,710.374,-1.23713e-06,9279.03,0,0
145.6,710.374,-1.22079e-06,9279.03,0,0
145.65,710.374,-1.20467e-06,9279.03,0,0
145.7,710.374,-1.18877e-06,9279.03,0,0
145.75,710.374,-1.17307e-06,9279.03,0,0
145.8,710.374,-1.15758e-06,9279.03,0,0
145.85,710.374,-1.14229e-06,9279.03,0,0
145.9,710.374,-1.12721e-06,9279.03,0,0
145.95,710.374,-1.11233e-06,9279.03,0,0
146,710.374,-1.09764e-06,9279.03,0,0
146.05,710.374,-1.08315e-06,9279.03,0,0
146.1,710.374,-1.06884e-06,9279.03,0,0
146.15,710.374,-1.05473e-06,9279.03,0,0
146.2,710.374,-1.0408e-06,9279.03,0,0
146.25,710.374,-1.02706e-06,9279.03,0,0
146.3,710.374,-1.0135e-06,9279.03,0,0
146.35,710.374,-1.00012e-06,9279.03,0,0
146.4,710.374,-9.8691e-07,9279.03,0,0
146.45,710.374,-9.73879e-07,9279.03,0,0
146.5,710.374,-9.6102e-07,9279.03,0,0
146.55,710.374,-9.4833e-07,9279.03,0,0
146.6,710.374,-9.35808e-07,9279.03,0,0
146.65,710.374,-9.23451e-07,9279.03,0,0
146.7,710.374,-9.11258e-07,9279.03,0,0
146.75,710.374,-8.99225e-07,9279.03,0,0
146.8,710.374,-8.87352e-07,9279.03,0,0
146.85,710.374,-8.75635e-07,9279.03,0,0
146.9,710.374,-8.64073e-07,9279.03,0,0
146.95,710.374,-8.52663e-07,9279.03,0,0
147,710.374,-8.41405e-07,9279.03,0,0
147.05,710.374,-8.30294e-07,9279.03,0,0
147.1,710.374,-8.19331e-07,9279.03,0,0
147.15,710.374,-8.08512e-07,9279.03,0,0
147.2,710.374,-7.97836e-07,9279.03,0,0
147.25,710.374,-7.87302e-07,9279.03,0,0
147.3,710.374,-7.76906e-07,9279.03,0,0
147.35,710.374,-7.66647e-07,9279.03,0,0
147.4,710.374,-7.56524e-07,9279.03,0,0
147.45,710.374,-7.46535e-07,9279.03,0,0
147.5,710.374,-7.36678e-07,9279.03,0,0
147.55,710.374,-7.2695e-07,9279.03,0,0
147.6,710.374,-7.17351e-07,9279.03,0,0
147.65,710.374,-7.07879e-07,9279.03,0,0
147.7,710.374,-6.98532e-07,9279.03,0,0
147.75,710.374,-6.89309e-07,9279.03,0,0
147.8,710.374,-6.80207e-07,9279.03,0,0
147.85,710.374,-6.71225e-07,9279.03,0,0
147.9,710.374,-6.62362e-07,9279.03,0,0
147.95,710.374,-6.53616e-07,9279.03,0,0
148,710.374,-6.44986e-07,9279.03,0,0
148.05,710.374,-6.36469e-07,9279.03,0,0
148.1,710.374,-6.28065e-07,9279.03,0,0
148.15,710.374,-6.19772e-07,9279.03,0,0
148.2,710.374,-6.11588e-07,9279.03,0,0
148.25,710.374,-6.03513e-07,9279.03,0,0
148.3,710.374,-5.95544e-07,9279.03,0,0
148.35,710.374,-5.8768e-07,9279.03,0,0
148.4,710.374,-5.7992e-07,9279.03,0,0
148.45,710.374,-5.72263e-07,9279.03,0,0
148.5,710.374,-5.64706e-07,9279.03,0,0
148.55,710.374,-5.5725e-07,9279.03,0,0
148.6,710.374,-5.49892e-07,9279.03,0,0
148.65,710.374,-5.42631e-07,9279.03,0,0
148.7,710.374,-5.35466e-07,9279.03,0,0
148.75,710.374,-5.28395e-07,9279.03,0,0
148.8,710.374,-5.21418e-07,9279.03,0,0
148.85,710.374,-5.14533e-07,9279.03,0,0
148.9,710.374,-5.07739e-07,9279.03,0,0
148.95,710.374,-5.01035e-07,9279.03,0,0
149,710.374,-4.94419e-07,9279.03,0,0
149.05,710.374,-4.87891e-07,9279.03,0,0
149.1,710.374,-4.81448e-07,9279.03,0,0
149.15,710.374,-4.75091e-07,9279.03,0,0
149.2,710.374,-4.68818e-07,9279.03,0,0
149.25,710.374,-4.62628e-07,9279.03,0,0
149.3,710.374,-4.56519e-07,9279.03,0,0
149.35,710.374,-4.50491e-07,9279.03,0,0
